VORP,PER,WS,FT,BPM,Rk_Conference,USG%,Trp Dbl,AST,2P%
-0.3,10.5,3.6,0.9,-2.7,9.0,9.5,0.0,0.4,0.498
-0.3,9.2,0.9,0.5,-4.0,9.0,12.1,0.0,0.2,0.529
-0.4,9.5,1.9,0.6,-3.3,3.0,12.0,0.0,0.2,0.459
3.7,19.6,8.1,4.7,2.9,9.0,23.7,0.0394736842105263,10.5,0.442
2.4,14.9,7.6,2.4,1.2,6.0,18.2,0.0,2.5,0.548
1.4,15.6,4.8,1.0,1.4,4.0,19.6,0.0,3.4,0.481
-0.3,14.0,4.0,3.3,-2.4,11.0,18.7,0.0,1.1,0.446
1.5,14.3,4.6,2.3,0.7,8.0,25.6,0.0,2.7,0.441
1.6,19.9,6.1,2.6,0.9,2.0,29.2,0.0,1.4,0.497
2.1,12.2,5.3,0.6,2.3,3.0,12.7,0.0,2.2,0.507
-0.8,8.5,0.9,0.6,-5.9,11.0,11.4,0.0,0.3,0.457
0.5,13.6,3.0,2.8,-1.2,15.0,20.4,0.0,3.9,0.408
3.4,16.4,9.3,3.2,2.3,4.0,16.0,0.0,4.2,0.512
0.9,13.6,3.3,1.4,0.3,2.0,20.0,0.0,3.4,0.439
-0.8,9.2,0.4,0.5,-3.7,12.0,11.7,0.0,4.4,0.402
1.3,15.7,3.7,0.6,2.5,1.0,18.5,0.0,0.8,0.468
2.3,17.3,6.5,2.2,2.0,9.0,24.0,0.0,1.0,0.482
3.7,17.5,8.4,2.6,3.1,7.0,21.2,0.0,2.3,0.447
6.3,27.8,13.8,6.6,8.3,5.0,29.7,0.0,2.7,0.512
1.8,17.4,7.1,3.1,1.1,4.0,22.9,0.0,2.1,0.496
1.7,14.3,5.9,1.8,1.0,11.0,18.9,0.0,3.5,0.468
-0.2,10.5,1.6,0.8,-2.6,10.0,19.4,0.0,0.3,0.408
3.4,19.8,10.8,3.7,2.6,5.0,17.6,0.0,1.0,0.537
1.1,15.6,4.0,1.4,0.6,7.0,17.9,0.0,4.0,0.514
0.0,12.5,3.4,1.2,-2.0,10.0,17.4,0.0,1.9,0.464
0.7,10.1,2.5,0.3,0.5,7.0,4.4,0.0,0.4,0.518
0.7,14.0,4.5,2.5,-0.8,11.0,16.2,0.0,1.1,0.441
-0.3,13.6,3.1,2.0,-2.6,13.0,15.4,0.0,0.8,0.446
2.1,13.1,7.0,1.2,1.0,8.0,15.0,0.0,2.5,0.444
1.0,13.8,2.5,0.3,1.3,8.0,16.8,0.0,0.9,0.5
4.7,20.9,8.3,2.8,4.6,9.0,26.5,0.0,3.8,0.512
0.5,12.1,2.4,1.3,-1.1,4.0,19.7,0.0,1.9,0.42
0.4,13.3,2.7,1.2,-0.6,6.0,14.7,0.0,0.3,0.434
1.5,15.2,5.8,3.0,0.1,6.0,26.1,0.0,3.1,0.472
0.0,10.9,0.2,0.9,-2.0,14.0,18.8,0.0,1.0,0.458
0.2,14.5,2.1,2.2,-1.5,12.0,21.9,0.0,2.5,0.46
3.4,15.4,8.6,2.2,3.1,3.0,14.8,0.0,2.7,0.463
1.6,16.2,4.7,4.5,0.5,11.0,25.3,0.0,3.1,0.483
-1.5,9.9,-1.3,1.5,-5.0,12.0,17.9,0.0,4.5,0.438
0.6,14.8,2.7,1.4,0.3,9.0,19.7,0.0,2.4,0.398
-0.3,10.2,2.5,1.0,-3.1,4.0,13.3,0.0,0.7,0.487
-0.8,9.6,-0.3,1.0,-4.1,14.0,17.9,0.0,1.2,0.435
3.6,18.8,10.2,5.3,3.0,5.0,23.9,0.0,4.0,0.475
-0.7,11.9,1.8,1.0,-4.1,7.0,17.5,0.0,0.4,0.495
1.8,15.2,7.1,1.0,1.3,2.0,14.2,0.0,0.9,0.548
1.6,17.8,4.9,2.8,0.5,13.0,22.1,0.0,1.8,0.504
-0.4,10.9,2.0,1.3,-3.3,10.0,17.5,0.0,0.6,0.418
0.7,14.1,1.9,0.0,2.8,1.0,14.7,0.0,0.7,0.541
2.5,20.3,9.4,2.9,2.1,4.0,22.5,0.0,1.3,0.537
3.8,20.9,9.7,4.4,4.4,6.0,23.2,0.0,3.0,0.53
-0.3,14.9,2.7,4.9,-2.6,14.0,23.9,0.0,1.9,0.444
-0.3,13.6,-0.6,2.2,-2.6,14.0,23.5,0.0,4.7,0.407
1.3,15.6,6.4,1.8,0.3,13.0,14.0,0.0,0.7,0.537
0.0,13.4,2.5,2.2,-2.1,9.0,17.8,0.0,3.0,0.475
3.0,17.3,7.0,2.1,3.3,1.0,21.9,0.0,4.2,0.48
0.8,15.8,6.1,3.0,-0.5,7.0,19.7,0.0,1.3,0.47
5.7,21.6,12.5,3.4,5.1,3.0,24.6,0.0121951219512195,8.3,0.505
-0.1,13.2,3.4,1.2,-2.3,12.0,14.1,0.0,0.7,0.499
0.0,13.1,2.5,2.0,-1.9,10.0,19.2,0.0,2.8,0.435
0.2,11.4,2.8,0.7,-1.1,11.0,11.0,0.0,0.4,0.534
2.3,14.9,5.9,2.8,1.4,7.0,19.8,0.0,2.5,0.449
7.1,27.9,16.4,7.8,7.3,1.0,31.8,0.0,3.9,0.531
0.3,11.5,2.3,0.8,-1.3,10.0,17.6,0.0,3.5,0.442
-0.5,9.1,2.9,1.8,-2.9,13.0,13.2,0.0,1.7,0.469
-0.4,11.3,1.8,1.1,-3.3,4.0,18.2,0.0,0.6,0.461
5.5,20.6,11.7,3.2,5.2,3.0,25.6,0.0,8.3,0.472
0.9,16.3,4.5,1.4,0.6,11.0,15.0,0.0,0.6,0.526
4.5,20.4,9.0,4.9,3.6,14.0,26.9,0.0,6.2,0.494
0.0,13.1,2.2,1.5,-2.0,8.0,20.3,0.0,1.2,0.465
3.3,19.8,6.8,4.0,3.4,8.0,25.7,0.0,5.5,0.477
1.5,20.2,5.9,2.2,1.1,4.0,23.2,0.0,1.0,0.511
0.7,14.9,3.4,2.2,-0.5,14.0,22.8,0.0,1.2,0.476
1.6,14.1,6.7,1.6,0.4,5.0,16.0,0.0,7.9,0.485
2.2,17.8,4.7,3.7,0.6,12.0,29.2,0.0121951219512195,3.3,0.447
5.6,21.2,10.2,5.9,4.7,11.0,27.3,0.0493827160493827,6.8,0.457
1.3,12.4,7.8,0.8,-0.3,1.0,8.7,0.0,2.9,0.448
1.5,16.8,4.7,3.4,0.1,6.0,22.4,0.0,8.2,0.454
0.2,10.3,1.8,1.3,-1.6,6.0,16.3,0.0,1.2,0.419
1.9,13.3,7.1,1.7,0.9,3.0,18.4,0.0,2.2,0.441
0.5,17.3,4.9,3.0,-1.1,12.0,21.8,0.0,2.1,0.525
-0.3,14.4,2.6,2.9,-2.4,14.0,25.4,0.0,1.2,0.437
0.2,8.6,1.4,0.5,-1.5,14.0,12.0,0.0,2.2,0.399
1.1,15.3,7.4,3.4,-0.1,2.0,17.5,0.0,0.7,0.484
0.4,16.3,3.6,3.1,-1.3,13.0,25.0,0.0,2.2,0.47
1.1,12.0,5.5,1.3,-0.4,5.0,15.3,0.0,2.2,0.46
0.0,18.3,6.0,3.0,-1.9,8.0,24.1,0.0,1.0,0.513
1.1,16.4,5.3,3.3,0.1,13.0,20.9,0.0,1.3,0.487
2.2,20.4,10.4,3.8,1.0,3.0,24.7,0.0,1.9,0.545
3.7,21.0,8.3,5.8,3.6,7.0,27.5,0.0,8.0,0.46
0.3,9.7,4.1,1.1,-1.5,5.0,17.1,0.0,1.9,0.409
1.9,15.2,5.8,2.8,0.7,4.0,19.8,0.0,6.5,0.467
0.3,13.2,2.5,2.9,-1.6,11.0,21.7,0.0,4.8,0.453
0.0,11.9,2.6,0.6,-2.0,2.0,11.7,0.0,0.5,0.585
0.1,13.6,3.0,1.8,-1.7,14.0,16.5,0.0,3.4,0.436
-0.7,16.1,1.8,2.4,-3.8,13.0,26.1,0.0,0.7,0.476
1.8,16.6,6.0,1.4,1.6,3.0,20.0,0.0,1.1,0.519
-1.4,8.6,0.4,1.0,-4.4,9.0,15.2,0.0,4.3,0.383
2.6,21.1,6.9,6.1,1.6,12.0,28.4,0.0,2.6,0.488
0.3,10.7,3.8,1.7,-1.6,6.0,17.8,0.0,2.0,0.483
2.4,17.4,9.3,5.2,0.9,4.0,25.1,0.0,2.2,0.464
1.6,12.9,6.0,2.6,0.8,1.0,15.2,0.0,1.2,0.492
0.8,18.4,6.0,3.7,-0.5,5.0,23.9,0.0,1.1,0.485
1.8,18.5,6.3,4.6,1.4,2.0,27.2,0.0,2.5,0.456
3.5,17.1,8.4,2.5,3.6,6.0,16.7,0.0,8.2,0.446
5.3,22.6,12.8,3.9,4.6,5.0,26.0,0.0,2.7,0.553
2.3,14.7,7.2,2.0,1.9,1.0,16.7,0.0,2.9,0.477
-0.3,12.4,0.2,1.1,-3.0,13.0,23.3,0.0,1.9,0.438
-0.1,13.6,3.8,1.4,-2.3,7.0,15.4,0.0,0.7,0.5
-0.1,13.9,2.7,1.6,-2.3,11.0,20.4,0.0,0.8,0.487
3.2,16.1,5.6,1.4,2.6,5.0,20.1,0.0285714285714285,6.7,0.46
0.0,11.7,4.1,1.7,-2.1,9.0,18.4,0.0,2.1,0.467
0.8,13.4,2.9,0.5,0.7,9.0,9.3,0.0,0.3,0.518
0.3,13.6,3.0,1.1,-1.2,12.0,16.4,0.0,1.4,0.465
-0.1,14.4,1.4,2.7,-2.1,14.0,22.9,0.0,2.8,0.438
2.7,15.6,8.8,2.8,1.6,6.0,18.9,0.0,4.0,0.446
2.1,17.5,4.7,3.6,0.7,11.0,27.8,0.0,3.1,0.482
-1.4,9.2,1.3,1.3,-5.6,10.0,12.7,0.0,0.3,0.489
0.6,15.0,3.4,1.8,-1.1,13.0,17.3,0.0,6.8,0.487
0.0,10.1,3.5,0.8,-1.9,5.0,10.6,0.0,0.5,0.43
-0.7,12.0,4.2,1.3,-3.2,12.0,13.1,0.0,1.1,0.49
0.2,17.4,2.9,4.8,-1.8,14.0,27.6,0.0125,2.2,0.457
-1.4,9.5,0.5,1.2,-6.6,9.0,23.7,0.0,0.5,0.439
0.8,14.2,2.9,2.4,-0.7,8.0,22.2,0.0,2.7,0.487
4.0,19.7,8.1,6.2,2.7,10.0,26.9,0.0125,6.3,0.488
0.4,10.3,2.0,0.2,-0.8,14.0,6.0,0.0,0.5,0.468
-0.1,11.0,1.1,1.0,-2.7,4.0,18.8,0.0,1.5,0.434
1.9,14.9,5.4,2.5,0.8,12.0,21.4,0.0,2.7,0.448
-0.4,13.2,2.7,1.5,-2.6,9.0,23.2,0.0,2.5,0.468
1.6,14.5,3.9,2.4,0.3,11.0,22.0,0.0,2.7,0.473
2.9,15.1,7.0,2.9,1.7,12.0,18.4,0.0,3.9,0.44
-0.2,14.3,3.9,1.9,-2.5,1.0,18.3,0.0,1.2,0.534
0.3,12.7,1.9,1.1,-1.1,6.0,21.0,0.0,1.8,0.437
0.2,13.6,1.1,0.4,-1.2,12.0,21.6,0.0,2.7,0.401
0.4,15.9,3.9,1.1,-0.8,6.0,17.0,0.0,0.2,0.531
-0.5,12.5,3.2,1.1,-3.0,8.0,14.7,0.0,0.6,0.483
1.0,11.7,5.6,0.9,-0.4,9.0,17.6,0.0,1.8,0.445
0.5,14.4,1.8,1.9,-0.1,4.0,24.7,0.0,1.3,0.437
3.2,19.7,10.8,5.9,1.8,5.0,26.9,0.0,2.0,0.48
1.0,16.8,5.5,2.0,0.1,5.0,21.2,0.0,1.1,0.544
1.3,15.1,4.4,3.3,-0.1,13.0,21.6,0.0259740259740259,4.1,0.458
-0.1,13.4,1.8,1.3,-2.6,4.0,17.9,0.0,0.6,0.473
3.5,21.3,9.8,5.6,2.8,3.0,29.8,0.0,2.0,0.49
1.6,17.9,5.2,2.4,1.0,7.0,22.5,0.0,2.2,0.552
0.1,10.1,1.6,0.7,-1.4,8.0,16.6,0.0,0.9,0.474
1.3,13.8,7.5,2.0,0.1,2.0,15.7,0.0,1.2,0.459
0.9,12.3,3.8,1.0,0.0,4.0,14.6,0.0,1.3,0.461
-0.5,12.8,1.8,1.9,-3.1,15.0,17.0,0.0,1.4,0.477
-0.7,14.3,3.8,1.9,-3.5,2.0,21.7,0.0,0.9,0.487
7.8,28.9,16.7,6.4,8.3,1.0,32.7,0.0121951219512195,4.5,0.555
0.9,16.1,7.9,2.5,-0.6,6.0,19.8,0.0,1.7,0.534
1.3,12.3,5.3,0.9,0.1,2.0,14.8,0.0,3.7,0.5
2.2,18.0,4.1,5.0,0.9,14.0,28.9,0.0,7.5,0.448
1.2,12.1,3.5,1.1,0.9,6.0,14.7,0.0,1.9,0.416
0.5,13.0,2.4,0.8,0.0,1.0,18.1,0.0,1.8,0.437
-1.4,14.4,2.4,2.9,-4.0,14.0,22.3,0.0,2.1,0.49
0.5,14.3,1.1,1.2,-0.6,13.0,22.2,0.0,3.2,0.42
-0.1,8.7,0.4,0.6,-2.6,12.0,15.6,0.0,2.0,0.375
1.2,14.6,4.9,2.5,-0.1,11.0,21.4,0.0,2.6,0.448
0.4,11.5,2.5,0.7,-0.7,4.0,17.2,0.0,1.3,0.429
0.0,12.9,3.1,2.6,-1.9,12.0,21.5,0.0,2.0,0.457
3.3,17.9,7.3,2.2,2.5,5.0,19.1,0.0,3.7,0.509
-0.5,15.5,1.8,3.7,-2.8,12.0,26.6,0.0,1.4,0.472
-0.6,11.4,2.2,0.8,-3.5,13.0,10.5,0.0,0.4,0.498
1.1,14.6,4.6,1.4,-0.2,11.0,16.8,0.0,5.4,0.54
5.0,19.5,12.4,4.1,4.4,5.0,22.2,0.0,7.1,0.458
2.0,13.1,6.6,2.7,0.6,5.0,19.8,0.0,3.2,0.466
-0.2,14.1,2.1,6.3,-2.2,14.0,25.6,0.0,3.1,0.446
1.9,13.4,6.4,1.9,0.5,6.0,20.1,0.0,1.9,0.444
0.4,10.3,1.7,0.4,-0.3,2.0,15.0,0.0,0.9,0.465
0.2,9.8,1.2,0.1,-0.9,1.0,12.1,0.0,0.8,0.385
-0.8,12.6,1.4,0.7,-3.7,14.0,15.3,0.0,0.6,0.504
1.2,16.1,3.7,3.7,0.0,6.0,24.2,0.0,7.8,0.434
-0.1,12.7,1.5,2.5,-2.4,9.0,19.5,0.0,3.2,0.407
0.9,13.8,5.0,2.8,-0.7,5.0,23.0,0.0,2.6,0.492
2.4,15.7,6.1,2.0,1.1,10.0,15.5,0.048780487804878,11.4,0.445
5.2,21.6,10.8,5.6,4.6,9.0,29.4,0.0123456790123456,4.2,0.466
2.4,15.9,5.8,2.2,2.6,3.0,25.1,0.0,2.8,0.488
-0.2,14.3,2.7,2.2,-2.3,9.0,22.8,0.0,1.6,0.5
4.0,17.3,9.6,3.5,3.3,4.0,20.9,0.0,3.4,0.464
-0.1,11.1,1.2,0.9,-2.2,1.0,19.6,0.0,2.4,0.504
2.4,14.3,8.9,2.7,1.5,2.0,13.9,0.0,4.0,0.572
1.5,16.5,4.0,2.2,1.2,10.0,19.6,0.0,4.9,0.493
0.1,11.1,3.0,0.6,-1.8,3.0,11.9,0.0,0.3,0.48
0.7,13.8,2.1,1.8,0.3,10.0,21.5,0.0,2.3,0.495
0.1,11.3,1.6,0.7,-1.6,11.0,12.4,0.0,0.4,0.52
2.5,15.6,7.5,0.7,3.2,1.0,12.9,0.0,2.1,0.604
4.0,19.6,8.8,5.2,2.9,13.0,25.4,0.0,4.0,0.462
2.3,15.9,5.2,1.1,1.9,7.0,19.9,0.0,1.5,0.487
1.0,13.8,5.3,2.0,0.0,7.0,12.0,0.0,1.5,0.493
0.1,14.1,3.3,0.9,-1.8,4.0,14.3,0.0,0.5,0.509
-0.2,12.4,1.2,1.7,-2.8,8.0,23.1,0.0,2.2,0.43
-0.4,11.8,0.9,1.5,-3.7,10.0,21.7,0.0,0.6,0.388
0.6,14.2,5.0,2.5,-1.2,14.0,15.3,0.0,1.7,0.493
6.8,20.4,12.5,1.7,6.8,4.0,21.9,0.0,5.9,0.505
1.3,17.7,6.2,1.4,1.0,6.0,13.3,0.0,0.6,0.573
0.3,14.4,3.1,1.6,-1.5,13.0,19.3,0.0,3.2,0.501
2.7,14.2,8.9,2.3,1.7,3.0,15.4,0.0,2.8,0.495
6.3,22.1,13.6,3.4,6.6,1.0,18.4,0.0,10.5,0.587
2.4,16.4,6.2,0.7,2.7,6.0,20.3,0.0,1.3,0.477
3.2,18.2,7.3,2.7,2.2,6.0,21.3,0.0,3.1,0.503
-1.3,8.8,1.4,0.3,-4.8,13.0,11.0,0.0,0.8,0.456
-0.3,11.1,3.9,1.2,-2.5,8.0,16.5,0.0,1.4,0.521
2.6,17.0,7.1,2.3,3.3,3.0,19.4,0.0,1.3,0.477
0.7,13.7,3.2,3.2,-0.8,8.0,22.3,0.0,2.1,0.408
3.2,20.1,8.3,4.6,2.0,11.0,25.3,0.0,2.7,0.515
1.2,15.2,3.2,1.0,1.0,11.0,17.9,0.0,3.0,0.523
0.8,14.7,1.8,1.4,1.1,7.0,22.4,0.0,2.6,0.47
0.9,15.5,3.2,3.2,-0.4,15.0,24.0,0.0,1.4,0.418
2.9,16.0,6.9,2.1,1.8,13.0,20.1,0.0,3.0,0.453
3.5,19.1,11.6,4.4,2.5,4.0,23.1,0.0,2.7,0.497
5.1,21.8,9.3,2.5,5.3,8.0,24.6,0.0277777777777777,4.6,0.535
3.3,17.6,7.1,2.3,2.8,10.0,17.6,0.0253164556962025,4.1,0.602
1.2,15.1,6.7,1.2,-0.1,10.0,15.9,0.0,0.7,0.538
1.1,11.1,3.6,1.2,0.4,3.0,14.1,0.0,4.1,0.464
-0.1,10.4,1.1,1.4,-2.2,7.0,18.5,0.0,4.1,0.391
2.5,14.1,8.9,2.2,1.1,9.0,17.5,0.0,2.5,0.473
-0.3,11.2,2.1,1.7,-2.5,7.0,20.2,0.0,2.2,0.462
2.9,19.0,6.7,5.7,1.7,6.0,27.5,0.0,4.1,0.456
1.1,16.9,4.6,2.7,0.5,8.0,23.4,0.0,4.1,0.415
1.8,17.8,9.9,3.3,0.7,9.0,17.6,0.0,1.2,0.601
2.9,21.6,8.4,5.5,2.9,2.0,27.5,0.0,1.6,0.539
0.6,16.7,5.3,1.7,-0.7,8.0,18.1,0.0,0.4,0.604
6.1,21.8,12.9,3.1,5.5,3.0,26.4,0.024390243902439,7.1,0.533
0.8,15.3,5.9,1.8,-0.3,1.0,14.6,0.0,0.4,0.52
1.0,15.2,3.2,1.1,1.5,8.0,18.0,0.0,2.2,0.485
-0.9,11.8,3.3,2.7,-3.7,6.0,18.5,0.0,1.0,0.458
2.7,17.4,9.1,4.6,1.7,4.0,25.0,0.0,4.2,0.477
1.1,14.3,5.2,1.2,-0.4,12.0,11.2,0.0,0.9,0.523
4.4,17.6,10.9,3.1,4.2,3.0,17.5,0.0,3.0,0.514
1.0,15.0,3.8,1.7,0.0,5.0,22.5,0.0,1.7,0.478
0.1,14.2,4.0,1.8,-1.7,2.0,22.5,0.0,1.2,0.505
0.4,14.4,2.1,2.1,-0.8,8.0,21.2,0.0,0.8,0.436
0.6,12.6,3.6,2.3,-0.8,2.0,20.6,0.0,3.0,0.421
0.3,10.4,3.2,1.2,-0.9,6.0,12.1,0.0,0.5,0.528
0.1,13.8,0.6,1.5,-1.8,14.0,24.9,0.0,3.6,0.41
3.9,22.7,9.1,4.5,3.5,2.0,30.4,0.0128205128205128,3.0,0.512
-0.7,8.8,0.4,0.6,-6.0,15.0,12.2,0.0,0.2,0.45
0.2,13.6,4.1,2.5,-1.7,11.0,16.8,0.0,0.7,0.471
1.0,13.3,4.1,2.0,0.0,10.0,19.3,0.0,4.2,0.467
1.1,14.6,4.4,1.6,0.4,8.0,20.7,0.0,1.0,0.481
0.2,13.7,2.3,1.5,-1.4,14.0,18.0,0.0,1.8,0.514
-0.7,10.2,1.6,0.4,-3.5,14.0,11.4,0.0,4.1,0.443
-0.8,12.5,1.6,1.3,-4.8,10.0,17.4,0.0,0.5,0.52
8.0,25.5,14.6,5.6,8.2,6.0,28.3,0.1625,7.3,0.502
3.1,18.1,7.6,4.1,1.8,12.0,25.3,0.0246913580246913,8.8,0.426
-0.6,11.8,0.0,1.9,-3.2,13.0,24.9,0.0,2.1,0.421
-0.1,15.5,1.7,2.8,-2.1,15.0,25.2,0.024390243902439,3.2,0.438
0.2,12.7,2.2,0.6,-1.1,6.0,12.7,0.0,0.4,0.512
1.0,9.1,4.3,0.5,0.2,2.0,10.7,0.0,1.0,0.469
-1.4,10.6,0.1,1.1,-5.0,13.0,18.7,0.0,0.7,0.434
3.5,19.0,11.3,3.8,2.6,4.0,17.4,0.0,1.4,0.527
0.4,12.4,4.8,1.5,-1.4,11.0,11.8,0.0,0.8,0.502
2.6,14.7,6.8,1.2,2.7,2.0,18.7,0.0,2.2,0.541
1.9,16.5,6.1,3.0,0.6,15.0,18.8,0.0,7.3,0.513
0.4,13.8,5.2,2.9,-1.3,10.0,18.6,0.0,0.8,0.49
-0.3,10.8,1.6,1.0,-3.1,3.0,16.6,0.0,0.7,0.479
-0.2,9.7,1.2,0.5,-2.6,1.0,17.5,0.0,0.6,0.489
0.6,18.3,6.8,4.8,-1.1,7.0,23.7,0.0,1.2,0.509
2.5,16.5,5.2,2.7,1.7,15.0,20.1,0.0,3.8,0.494
0.8,13.9,4.8,1.6,0.1,3.0,14.9,0.0,0.7,0.538
0.6,11.3,4.7,2.2,-1.1,3.0,22.2,0.0,2.2,0.446
1.1,12.4,3.8,1.2,0.0,7.0,18.6,0.0,2.1,0.402
2.0,20.7,10.0,5.6,0.8,3.0,26.3,0.0,1.9,0.515
-0.2,16.0,4.4,3.8,-2.3,10.0,23.8,0.0,1.6,0.461
-0.3,6.7,1.1,0.3,-3.4,4.0,8.7,0.0,0.3,0.44
0.4,8.8,2.7,0.4,-0.9,8.0,10.1,0.0,0.9,0.449
2.1,13.6,5.7,0.8,2.7,1.0,12.6,0.0,2.5,0.5
2.3,16.0,7.2,2.1,1.1,4.0,21.0,0.0,8.5,0.42
3.2,21.8,7.5,3.2,5.3,5.0,23.9,0.0,2.1,0.53
6.1,21.3,13.1,2.5,5.7,1.0,24.6,0.0,5.7,0.522
0.1,13.0,1.6,1.2,-1.3,3.0,21.1,0.0,0.5,0.517
5.5,21.5,10.8,3.4,5.6,9.0,28.3,0.0,6.3,0.455
6.5,20.8,12.9,3.6,6.2,2.0,26.6,0.0,8.6,0.469
0.3,12.9,2.7,1.3,-1.4,11.0,17.9,0.0,4.3,0.48
-0.8,8.4,1.0,0.7,-5.4,1.0,16.5,0.0,0.4,0.45
2.2,13.8,7.7,2.5,1.3,3.0,17.5,0.0,2.3,0.543
2.6,16.3,6.1,1.4,2.8,8.0,12.7,0.0,1.9,0.621
0.7,13.6,2.8,1.5,-0.5,9.0,18.8,0.0,2.8,0.482
1.4,16.1,7.0,3.6,-0.3,8.0,23.4,0.0,3.8,0.487
2.8,17.3,7.7,1.9,2.4,7.0,16.1,0.0,2.4,0.518
-0.4,12.1,2.4,1.2,-3.1,1.0,20.8,0.0,0.9,0.486
-0.3,10.8,2.8,2.3,-2.6,11.0,17.3,0.0,1.4,0.472
8.6,27.8,18.3,5.9,8.9,1.0,33.2,0.0121951219512195,4.3,0.507
-0.3,13.6,4.1,2.1,-2.5,7.0,18.0,0.0,0.9,0.457
4.3,18.9,11.4,4.4,3.5,5.0,17.6,0.0547945205479452,5.7,0.526
-0.9,10.4,0.7,1.0,-5.8,10.0,17.2,0.0,0.3,0.429
4.7,22.9,11.7,6.3,5.0,7.0,22.6,0.0285714285714285,9.3,0.512
5.8,20.2,12.3,5.2,5.8,10.0,25.2,0.0,3.4,0.456
-0.3,9.9,1.6,0.4,-3.4,9.0,13.4,0.0,0.3,0.556
1.9,13.9,5.0,1.8,1.1,9.0,20.6,0.0,3.4,0.442
0.7,16.6,6.3,1.6,-1.1,8.0,20.5,0.0,1.3,0.504
-0.8,8.5,1.7,0.9,-3.6,6.0,14.1,0.0,1.7,0.481
2.1,14.8,5.2,2.4,1.7,9.0,20.0,0.0,4.8,0.473
2.5,13.7,7.4,2.1,1.9,1.0,15.1,0.0,1.5,0.531
0.2,12.5,1.9,0.7,-1.1,3.0,14.2,0.0,2.4,0.47
1.3,13.3,5.4,1.6,0.1,9.0,11.0,0.0,2.4,0.539
1.0,11.0,5.0,1.2,-0.4,4.0,15.0,0.0,1.8,0.457
-1.1,11.9,2.8,1.6,-4.2,13.0,13.8,0.0,0.3,0.486
0.5,16.5,3.0,2.0,-1.1,11.0,22.1,0.0273972602739726,0.7,0.453
3.6,19.7,8.8,4.5,2.7,8.0,23.9,0.0,8.9,0.488
-0.6,13.3,2.9,4.6,-3.0,15.0,20.3,0.0,1.8,0.458
0.8,16.8,7.0,3.4,-0.6,4.0,22.0,0.0,1.6,0.47
-0.2,9.4,0.6,0.6,-2.5,5.0,15.9,0.0,2.2,0.445
0.7,14.5,2.7,1.5,-0.1,6.0,19.0,0.0,3.6,0.482
3.9,18.8,10.2,3.6,4.0,1.0,20.3,0.0,4.4,0.516
-1.2,10.1,1.7,1.5,-4.8,12.0,14.3,0.0,0.8,0.482
1.1,13.5,4.1,1.6,1.0,4.0,15.5,0.0,1.3,0.471
-0.3,11.4,-0.4,1.0,-3.0,14.0,21.6,0.0,1.9,0.433
-0.6,13.1,3.3,1.7,-2.8,9.0,19.3,0.0,2.2,0.46
0.1,12.7,3.3,2.5,-1.8,8.0,18.5,0.0,6.1,0.423
0.3,10.2,1.4,0.7,-1.0,3.0,15.2,0.0,2.8,0.415
0.5,13.1,2.4,1.3,-0.9,9.0,17.2,0.0,1.5,0.418
0.4,12.9,4.4,2.0,-1.3,7.0,13.2,0.0,0.9,0.513
2.1,16.6,7.9,4.0,1.0,6.0,23.0,0.0,2.8,0.492
0.1,11.9,1.9,1.9,-1.9,14.0,20.0,0.0121951219512195,2.6,0.446
5.1,24.8,10.5,6.2,5.7,7.0,27.5,0.0140845070422535,3.7,0.539
0.9,15.6,2.3,0.9,1.6,11.0,13.7,0.0,0.6,0.585
1.0,13.7,3.3,1.0,0.2,6.0,18.9,0.0,1.7,0.462
2.1,21.0,8.0,2.3,1.6,10.0,21.2,0.0,0.7,0.585
2.3,15.1,5.5,1.5,1.9,4.0,19.5,0.0,2.6,0.47
1.3,16.2,2.5,1.6,1.2,14.0,21.3,0.0,4.5,0.45
2.9,17.0,6.8,1.9,3.3,4.0,17.8,0.0,3.5,0.555
0.7,15.6,3.4,3.3,-0.9,13.0,26.3,0.0,2.8,0.492
0.9,17.2,6.8,3.7,-0.7,9.0,20.6,0.0,1.0,0.461
1.9,14.2,5.7,1.6,1.0,5.0,20.2,0.0,3.9,0.516
3.9,19.8,10.1,5.3,2.8,9.0,22.9,0.0123456790123456,4.4,0.495
4.1,19.2,9.3,5.2,3.5,8.0,26.9,0.0,3.1,0.453
3.4,16.1,9.5,3.0,2.8,1.0,19.4,0.0,2.7,0.534
3.2,22.6,11.2,6.2,2.8,1.0,26.2,0.0,2.2,0.563
0.7,14.8,1.2,5.4,-1.0,15.0,26.0,0.0,3.9,0.449
-0.7,13.1,3.6,1.8,-3.7,5.0,17.3,0.0,0.7,0.545
0.3,10.6,2.3,1.2,-1.4,6.0,20.0,0.0,2.0,0.438
2.1,15.9,5.5,4.5,0.7,9.0,23.0,0.0,4.2,0.461
1.6,15.9,3.5,3.9,0.0,13.0,25.8,0.0,3.6,0.48
1.2,12.4,5.0,2.1,-0.2,9.0,17.9,0.0,5.2,0.44
3.3,16.1,8.8,2.2,2.3,2.0,19.9,0.0,3.0,0.458
0.6,15.0,1.6,1.3,0.1,4.0,23.6,0.0,2.9,0.429
-0.5,11.2,1.8,1.2,-3.8,10.0,15.7,0.0,0.3,0.474
0.4,12.2,4.7,1.0,-1.3,6.0,11.5,0.0,0.5,0.454
