VORP,PER,WS,FT,BPM,Rk_Conference,USG%,Trp Dbl,AST,2P%
0.7,14.1,1.9,1.1,-0.4,12.0,21.6,0.0,5.0,0.421
0.0,16.4,3.8,2.8,-1.9,8.0,23.1,0.0,0.6,0.466
1.3,13.4,3.8,1.6,0.9,6.0,18.7,0.0,2.5,0.453
2.0,15.6,5.6,2.0,1.8,10.0,16.9,0.0,1.3,0.519
0.3,13.0,2.1,1.1,-1.3,11.0,18.6,0.0,1.1,0.415
0.5,15.8,3.4,4.0,-0.8,9.0,27.7,0.0,1.3,0.468
1.8,15.4,6.6,1.7,1.1,4.0,22.0,0.0,6.0,0.471
-0.1,10.7,1.2,1.0,-2.2,11.0,15.3,0.0,1.1,0.489
1.4,17.7,7.6,1.7,0.5,4.0,15.7,0.0,0.3,0.544
1.7,16.0,4.9,1.2,2.3,8.0,14.7,0.0,2.1,0.577
2.6,16.5,7.0,2.6,2.0,9.0,18.6,0.0133333333333333,6.7,0.464
4.2,24.3,11.4,5.8,4.4,15.0,22.9,0.0,2.5,0.483
-0.5,9.1,1.7,0.7,-3.2,13.0,14.2,0.0,0.6,0.475
0.6,12.6,2.1,0.4,-0.1,12.0,14.7,0.0,1.1,0.462
1.1,15.0,4.0,1.7,0.0,15.0,17.8,0.0,5.4,0.479
1.3,10.4,4.1,0.7,0.6,4.0,9.4,0.0,1.4,0.558
-0.1,14.1,2.9,1.4,-2.2,14.0,17.1,0.0,0.8,0.474
1.5,14.6,6.1,3.1,0.8,1.0,18.2,0.0,2.5,0.49
1.2,11.1,4.7,0.7,1.0,2.0,12.0,0.0,0.5,0.39
2.5,15.0,6.9,1.5,1.7,4.0,20.6,0.0,1.8,0.49
1.9,20.1,7.8,2.7,0.6,11.0,24.2,0.0,1.8,0.496
2.3,18.6,6.0,4.3,0.8,12.0,28.1,0.0,5.6,0.478
2.7,19.4,6.6,2.9,2.3,12.0,24.4,0.0,5.8,0.498
5.3,23.6,12.0,7.6,4.9,4.0,30.6,0.0,2.7,0.504
2.2,16.4,7.1,3.5,1.9,4.0,19.5,0.0,2.1,0.514
3.2,22.6,10.5,4.0,2.6,7.0,25.0,0.0,2.2,0.515
1.4,12.4,5.9,1.8,0.3,1.0,15.4,0.0,1.3,0.504
-0.2,12.8,2.9,0.5,-2.7,2.0,16.0,0.0,0.4,0.509
1.3,19.0,4.4,4.3,0.3,15.0,24.2,0.0,5.2,0.472
1.8,16.6,5.4,2.6,0.6,5.0,21.6,0.0133333333333333,8.3,0.46
1.1,12.5,5.1,2.1,0.2,7.0,15.7,0.0,1.1,0.468
-0.3,10.8,1.8,1.0,-2.8,8.0,20.5,0.0,1.0,0.476
0.4,11.3,2.9,1.0,-1.2,9.0,17.3,0.0,3.0,0.439
0.7,13.1,3.5,1.1,-0.3,1.0,20.6,0.0,1.2,0.481
0.1,11.7,1.5,0.5,-1.8,4.0,16.5,0.0,2.9,0.409
3.7,19.4,10.1,2.0,3.5,3.0,19.7,0.0,3.0,0.566
3.3,20.8,7.9,3.0,3.2,10.0,21.4,0.0,11.4,0.525
0.5,14.2,2.4,2.2,-0.7,8.0,23.0,0.0,2.9,0.429
0.9,16.0,6.5,2.0,-0.4,8.0,15.8,0.0,0.6,0.574
0.2,10.2,1.3,0.8,-1.7,15.0,16.8,0.0,1.9,0.427
4.6,19.7,11.6,4.8,4.6,3.0,24.0,0.0125,3.3,0.547
0.9,14.7,4.4,2.7,-0.5,10.0,20.1,0.0,2.5,0.498
0.1,12.3,2.1,1.2,-1.7,5.0,22.3,0.0,1.4,0.473
0.0,12.8,4.9,2.5,-1.9,3.0,20.9,0.0,1.2,0.454
0.9,17.4,5.3,1.7,-0.4,13.0,16.3,0.0126582278481012,0.5,0.552
6.7,23.5,13.1,5.9,6.8,1.0,32.2,0.0123456790123456,7.7,0.481
-0.1,9.7,0.5,0.6,-2.2,14.0,18.2,0.0,0.7,0.478
1.5,17.2,4.2,4.7,0.6,11.0,24.6,0.0,7.1,0.45
1.4,18.0,6.6,1.8,0.4,11.0,15.4,0.0,1.3,0.552
3.6,21.9,9.8,5.4,2.6,13.0,27.3,0.024390243902439,3.8,0.51
-0.3,12.2,0.2,0.9,-2.7,15.0,19.7,0.0,1.5,0.469
1.1,17.6,5.6,1.8,0.3,14.0,15.3,0.0,1.1,0.569
0.6,14.2,3.4,2.9,-1.0,5.0,23.4,0.0,3.2,0.474
-0.7,13.1,1.8,0.8,-4.3,9.0,17.7,0.0,0.4,0.494
1.4,13.5,5.3,1.4,0.2,6.0,13.5,0.0,1.9,0.556
0.2,13.2,1.0,1.2,-1.3,9.0,22.4,0.0142857142857142,2.9,0.476
1.2,15.2,4.2,1.0,0.4,6.0,20.1,0.0,3.0,0.46
0.0,11.7,2.9,0.9,-1.9,2.0,12.4,0.0,0.3,0.577
0.4,11.5,4.8,1.7,-1.3,9.0,13.1,0.0,0.9,0.47
0.0,8.9,3.7,1.0,-2.0,3.0,12.8,0.0,2.7,0.386
4.5,23.4,11.1,5.4,5.1,2.0,28.2,0.0,2.6,0.538
2.1,16.2,6.3,1.3,1.9,9.0,13.0,0.0135135135135135,2.7,0.529
0.7,12.6,2.4,1.4,-0.6,7.0,21.8,0.0,2.0,0.431
1.3,17.8,5.4,1.7,0.4,12.0,17.3,0.0,1.1,0.527
0.5,14.4,2.5,2.0,-1.0,11.0,25.1,0.0,1.7,0.459
-0.1,8.5,0.9,0.4,-2.3,8.0,13.7,0.0,0.4,0.423
0.4,12.3,3.0,1.5,-1.3,5.0,16.7,0.0,4.0,0.467
3.2,17.1,6.6,1.1,3.1,3.0,18.3,0.0441176470588235,11.2,0.491
-0.9,8.8,0.8,1.6,-3.5,12.0,17.3,0.0,1.0,0.413
3.0,15.5,9.9,3.1,1.7,1.0,20.9,0.0,2.8,0.506
2.3,15.9,6.6,2.2,1.2,7.0,19.4,0.0,6.5,0.466
1.9,19.3,6.3,4.7,0.6,12.0,27.3,0.0,1.6,0.492
-0.1,10.8,2.3,1.3,-2.2,7.0,17.0,0.0,2.0,0.435
1.7,15.7,7.2,2.5,0.5,14.0,16.9,0.0,4.9,0.54
2.0,13.8,5.4,1.1,2.4,1.0,13.9,0.0,1.7,0.498
-0.1,11.0,1.1,2.0,-2.3,2.0,18.8,0.0,1.3,0.434
-0.3,9.4,0.5,0.5,-3.3,7.0,16.9,0.0,2.2,0.476
2.4,18.5,9.4,2.6,1.3,7.0,19.7,0.0,1.5,0.512
0.7,15.9,3.1,1.2,-0.4,11.0,23.1,0.0,0.6,0.488
2.3,19.4,10.3,5.0,1.3,2.0,23.5,0.0,1.9,0.502
0.2,12.3,2.1,1.2,-1.5,12.0,19.8,0.0,2.0,0.426
6.1,25.6,12.8,6.5,6.6,2.0,31.6,0.0131578947368421,4.6,0.534
1.4,13.5,4.4,0.5,1.9,1.0,13.4,0.0,0.9,0.475
0.7,9.0,3.6,0.3,-0.2,1.0,11.4,0.0,1.2,0.486
0.8,15.8,2.2,4.4,-0.8,13.0,23.8,0.0144927536231884,8.3,0.425
-0.1,10.8,0.3,1.2,-2.2,13.0,17.9,0.0,3.6,0.47
1.1,17.8,6.0,2.9,-0.4,12.0,21.2,0.0,3.2,0.508
-0.1,7.5,1.8,0.3,-2.3,3.0,11.3,0.0,2.2,0.327
0.7,17.1,4.8,1.1,-0.5,1.0,20.1,0.0,1.0,0.503
2.3,13.4,6.8,1.3,1.7,4.0,16.7,0.0123456790123456,4.2,0.473
3.3,14.4,6.4,0.8,2.8,2.0,14.3,0.025,8.2,0.4
-0.3,12.8,3.5,2.1,-2.8,10.0,14.9,0.0,0.7,0.517
1.2,14.8,3.8,1.8,0.3,10.0,23.5,0.0,2.0,0.479
2.4,22.7,8.0,6.1,1.4,6.0,30.9,0.0,2.6,0.503
1.1,14.6,3.9,1.8,-0.2,5.0,20.9,0.0,1.7,0.501
1.8,18.4,9.4,2.9,1.5,2.0,14.2,0.0,0.4,0.654
1.2,18.4,5.0,4.7,0.2,11.0,24.5,0.0,5.2,0.457
0.5,10.3,2.9,0.8,-0.8,2.0,15.0,0.0,2.5,0.459
0.6,11.7,2.5,1.0,-0.6,14.0,16.7,0.0,1.0,0.445
0.7,14.3,1.9,1.5,0.0,10.0,20.1,0.0,2.2,0.468
0.6,14.6,1.7,1.1,0.5,5.0,20.3,0.0,2.0,0.449
0.5,13.6,3.1,1.1,-0.8,3.0,22.2,0.0,1.2,0.462
1.9,15.9,5.3,2.2,0.9,2.0,24.7,0.0,4.1,0.493
1.5,16.3,3.7,1.3,0.8,14.0,16.8,0.0,8.9,0.466
-0.1,13.6,2.9,1.6,-2.2,14.0,17.9,0.0,1.2,0.51
0.8,14.2,3.4,1.5,-0.2,9.0,19.9,0.0,1.6,0.497
-0.4,11.7,1.6,1.5,-3.3,12.0,17.8,0.0,0.9,0.496
1.3,16.5,3.5,2.0,1.0,14.0,24.9,0.0,1.8,0.462
5.0,23.9,10.3,5.9,5.2,3.0,35.1,0.0121951219512195,4.7,0.487
2.4,16.2,6.2,3.9,1.5,6.0,20.3,0.0,2.4,0.487
2.7,18.7,8.0,5.3,2.6,6.0,22.3,0.0,5.4,0.448
0.6,10.9,4.0,0.5,-0.9,2.0,14.6,0.0,3.3,0.417
2.1,18.4,4.7,1.9,3.6,7.0,19.9,0.0,1.4,0.527
1.0,11.3,3.4,1.8,-0.4,8.0,17.7,0.0,2.2,0.45
-0.2,10.8,0.5,1.7,-2.4,4.0,24.7,0.0,3.9,0.423
0.2,7.3,3.3,0.6,-1.6,2.0,5.3,0.0,0.3,0.535
2.7,21.7,7.9,6.6,1.9,6.0,32.0,0.0,2.9,0.47
0.7,14.9,3.7,1.3,-0.2,12.0,18.7,0.0,1.5,0.502
1.3,13.0,5.1,0.9,1.1,1.0,18.3,0.0,1.5,0.455
-0.3,9.6,0.7,1.1,-2.8,13.0,17.3,0.0,0.7,0.437
3.6,16.4,10.0,2.4,2.9,3.0,19.8,0.0,2.7,0.52
0.1,11.8,2.7,0.9,-1.8,1.0,12.5,0.0,0.4,0.553
3.4,21.5,11.1,4.3,2.1,6.0,25.7,0.0,2.1,0.505
2.0,13.6,6.2,2.0,1.4,5.0,14.8,0.0,2.4,0.546
1.3,11.2,4.4,1.1,0.2,3.0,15.3,0.0,2.1,0.419
-0.2,13.1,4.0,1.6,-2.5,3.0,16.9,0.0,0.4,0.511
2.2,15.0,5.8,2.2,0.8,12.0,19.3,0.0,3.0,0.462
0.5,12.5,2.9,1.1,-0.9,7.0,17.3,0.0,0.9,0.486
1.6,18.4,6.2,1.5,1.0,7.0,22.1,0.0,1.0,0.548
0.2,15.7,3.8,1.4,-1.6,7.0,21.6,0.0,0.7,0.502
1.5,15.9,6.2,3.3,0.1,10.0,21.2,0.0,6.1,0.461
0.3,16.5,3.4,2.7,-1.0,10.0,20.9,0.0,0.9,0.522
2.0,14.8,6.6,1.7,1.1,6.0,17.8,0.0,1.5,0.535
0.5,12.8,2.1,0.8,-0.3,1.0,21.4,0.0,2.3,0.362
-0.1,10.2,1.0,0.7,-2.1,11.0,13.4,0.0,3.5,0.45
-0.6,8.2,1.7,1.3,-3.1,11.0,12.6,0.0,1.7,0.449
0.7,12.1,3.4,1.2,-0.6,8.0,20.0,0.0,1.2,0.458
0.1,15.5,1.7,3.0,-1.8,15.0,28.3,0.0,2.2,0.463
3.0,20.4,7.8,3.8,2.8,8.0,25.8,0.0,2.3,0.51
0.1,14.1,1.6,2.3,-1.8,14.0,22.1,0.0,3.7,0.456
2.0,12.3,5.1,0.8,1.4,7.0,11.7,0.0,2.3,0.525
0.1,14.8,4.1,2.8,-1.9,8.0,20.5,0.0,0.8,0.505
1.1,15.9,6.3,2.5,0.2,4.0,19.8,0.0,0.8,0.516
4.4,23.6,9.4,6.5,4.2,4.0,31.6,0.0365853658536585,8.2,0.451
0.4,12.6,2.7,1.2,-1.1,9.0,17.9,0.0,1.2,0.453
0.4,16.4,2.5,4.3,-1.4,14.0,28.2,0.0,1.8,0.472
0.6,14.8,3.2,1.6,-0.5,2.0,23.9,0.0,3.9,0.476
2.2,17.9,6.7,2.2,2.1,5.0,19.6,0.0,4.7,0.536
1.9,18.9,5.1,3.9,2.3,7.0,27.8,0.0,3.4,0.434
0.5,9.8,1.8,0.5,-0.4,2.0,15.9,0.0,1.1,0.42
0.4,12.8,3.0,0.7,-0.7,1.0,14.9,0.0,1.2,0.493
1.0,15.6,4.3,2.6,-0.3,8.0,21.9,0.0,5.1,0.479
0.3,10.8,3.6,0.8,-1.2,4.0,9.8,0.0,1.0,0.566
0.3,13.2,2.2,1.8,-1.2,14.0,21.1,0.0,3.3,0.442
1.3,12.9,4.5,0.4,1.0,2.0,14.5,0.0,3.6,0.512
2.3,16.6,6.6,1.7,1.7,3.0,20.8,0.0,1.8,0.528
2.0,16.3,4.7,2.2,0.7,13.0,21.8,0.0125,5.9,0.474
-0.1,16.9,4.4,2.7,-2.1,12.0,21.0,0.0,0.7,0.483
-0.5,12.7,1.5,0.7,-3.8,12.0,14.7,0.0,0.3,0.61
1.5,17.6,3.4,2.1,0.6,14.0,25.8,0.0,2.1,0.487
4.1,20.6,10.3,4.4,3.8,5.0,23.8,0.0,10.5,0.501
-0.8,10.8,1.8,2.6,-3.6,10.0,20.1,0.0,2.0,0.479
0.8,11.6,3.3,0.5,-0.5,12.0,14.5,0.0125,4.8,0.443
0.6,13.9,3.4,0.6,0.1,2.0,13.0,0.0,0.2,0.54
0.8,14.0,3.5,1.5,-0.4,13.0,17.8,0.0,1.5,0.477
0.3,12.8,2.2,1.0,-1.3,2.0,19.9,0.0,3.3,0.476
1.8,15.0,6.5,2.3,1.8,2.0,18.3,0.0,1.9,0.473
1.0,9.9,4.9,0.9,-0.3,1.0,12.0,0.0,1.9,0.458
0.5,17.7,4.6,1.1,-0.7,8.0,20.8,0.0,0.8,0.558
0.6,16.8,5.2,1.2,-0.9,13.0,15.1,0.0,0.8,0.545
1.9,15.8,4.7,0.9,1.9,12.0,10.0,0.0,1.5,0.545
2.2,22.6,10.7,5.9,1.0,3.0,27.3,0.0,1.0,0.559
0.9,15.5,4.2,2.3,-0.8,9.0,22.3,0.0,1.2,0.509
0.8,11.8,4.7,1.3,-0.3,6.0,12.1,0.0,1.1,0.486
1.1,16.1,6.7,2.0,-0.1,2.0,13.5,0.0,0.6,0.563
3.7,18.3,11.5,5.6,2.7,7.0,20.3,0.0,2.1,0.503
0.3,13.1,4.7,1.0,-1.2,6.0,12.1,0.0,0.5,0.593
2.7,18.6,6.0,3.3,1.7,8.0,27.2,0.0,6.0,0.5
0.1,11.2,1.6,0.6,-1.6,7.0,17.6,0.0,0.3,0.542
-0.1,13.1,2.7,1.2,-2.5,3.0,15.5,0.0,0.5,0.496
1.3,9.8,4.0,0.7,0.1,6.0,10.9,0.0,1.8,0.494
-0.5,9.6,0.4,0.8,-3.5,15.0,17.4,0.0,1.0,0.441
0.1,12.8,1.3,0.7,-1.8,12.0,18.5,0.0,0.5,0.54
1.7,13.6,5.9,1.3,1.3,2.0,16.2,0.0,1.7,0.586
-0.4,12.9,1.1,2.0,-3.0,15.0,19.9,0.0,3.1,0.467
2.8,20.7,7.5,2.2,3.1,6.0,23.3,0.0,1.8,0.521
4.4,21.9,9.4,6.0,4.1,1.0,32.3,0.0,5.0,0.487
0.1,12.3,1.2,0.9,-1.7,13.0,18.4,0.0,3.8,0.465
1.4,16.7,7.2,2.2,0.4,5.0,18.7,0.0,1.6,0.543
0.3,7.7,2.6,0.5,-1.2,8.0,11.0,0.0,1.2,0.49
0.2,12.3,3.7,1.1,-1.5,5.0,13.9,0.0,3.1,0.489
-0.5,13.0,0.1,2.8,-2.9,15.0,24.2,0.0,4.4,0.434
1.5,15.7,5.5,1.5,0.4,14.0,18.6,0.0126582278481012,4.7,0.53
-0.6,11.6,1.3,0.8,-3.7,11.0,19.5,0.0,0.9,0.498
1.0,13.0,5.7,2.2,-0.4,3.0,15.5,0.0,1.1,0.492
0.9,11.6,4.0,1.1,-0.5,8.0,16.6,0.0,4.5,0.431
4.7,22.5,9.7,4.1,6.7,8.0,25.8,0.0,4.9,0.481
1.6,14.0,5.5,2.5,0.6,3.0,16.8,0.0,2.4,0.483
0.6,16.2,4.1,2.1,-0.9,10.0,22.2,0.0,2.0,0.495
0.0,9.6,0.8,0.6,-1.9,14.0,14.4,0.0,0.8,0.433
1.8,17.7,6.2,1.5,2.2,6.0,22.0,0.0,4.0,0.513
1.9,16.0,5.5,3.0,0.7,9.0,25.7,0.0,5.3,0.454
0.2,9.3,3.9,1.4,-1.7,1.0,14.0,0.0,2.5,0.401
0.3,11.2,2.8,1.3,-1.1,7.0,17.9,0.0,2.4,0.381
3.6,18.9,10.8,3.6,3.2,4.0,16.5,0.0,2.5,0.589
0.4,9.6,2.5,0.7,-1.3,10.0,14.8,0.0,1.4,0.433
2.3,17.1,7.4,3.4,2.0,2.0,25.2,0.0,3.1,0.456
1.7,19.0,7.7,4.3,0.8,14.0,22.5,0.0,0.8,0.537
0.1,12.1,2.4,1.4,-1.8,15.0,17.4,0.0,1.6,0.475
1.7,12.9,5.8,0.7,1.3,5.0,14.8,0.0,1.2,0.493
0.3,15.2,4.3,1.4,-1.4,1.0,18.9,0.0,0.5,0.555
0.1,8.7,2.4,0.9,-1.8,11.0,11.4,0.0,1.5,0.437
0.4,13.0,2.5,1.5,-1.1,14.0,19.4,0.0,1.2,0.48
-0.3,12.5,2.3,1.9,-2.8,9.0,18.1,0.0,0.7,0.506
0.1,11.6,1.5,1.2,-1.6,14.0,19.2,0.0,0.9,0.473
0.8,12.3,4.6,2.0,-0.5,5.0,16.5,0.0,1.5,0.525
0.1,14.3,2.7,2.7,-1.7,7.0,24.9,0.0,2.3,0.437
2.1,18.9,7.5,3.7,0.8,11.0,24.0,0.0,3.0,0.51
-0.2,10.9,2.6,1.5,-2.3,10.0,14.7,0.0,5.1,0.5
1.1,14.0,4.5,2.6,0.5,6.0,20.4,0.0,1.8,0.424
0.7,16.1,4.6,2.5,-0.8,5.0,25.8,0.0,1.3,0.469
3.4,19.3,8.4,2.9,2.7,3.0,26.3,0.0,4.9,0.488
0.6,12.3,2.8,0.7,-0.4,1.0,19.0,0.0,1.5,0.483
1.4,15.6,5.6,2.7,0.5,5.0,21.0,0.0,1.6,0.486
0.2,12.6,1.2,1.5,-1.3,9.0,20.1,0.0,1.3,0.425
2.2,17.4,4.5,3.2,1.5,12.0,24.3,0.0133333333333333,8.0,0.459
-0.1,12.8,2.2,1.3,-2.2,13.0,19.4,0.0,2.1,0.494
0.4,16.5,5.5,1.9,-1.2,11.0,17.1,0.0,0.7,0.53
0.3,11.5,1.9,1.3,-1.3,15.0,14.1,0.0,1.7,0.459
-0.2,7.9,2.0,0.7,-2.4,6.0,14.8,0.0,1.5,0.395
4.5,17.2,8.9,1.0,4.2,2.0,14.5,0.025,9.1,0.42
2.9,15.9,7.7,1.7,2.5,1.0,17.0,0.0,3.3,0.51
1.0,15.6,2.7,4.1,-0.4,12.0,26.4,0.0,4.8,0.418
-0.1,11.1,1.3,0.9,-2.4,14.0,20.9,0.0,1.0,0.408
-0.3,14.0,2.6,1.2,-2.7,12.0,16.4,0.0,0.5,0.512
0.3,10.7,2.7,1.1,-1.3,5.0,16.3,0.0,3.4,0.491
3.5,22.2,10.3,3.3,2.5,11.0,23.8,0.0123456790123456,3.6,0.549
4.7,22.9,12.3,6.6,4.2,2.0,28.8,0.0123456790123456,2.7,0.487
0.0,12.9,1.3,0.6,-2.0,9.0,18.4,0.0,1.5,0.528
1.0,12.5,4.4,1.5,0.0,7.0,18.2,0.0,0.8,0.44
2.3,15.2,6.5,1.7,1.6,7.0,19.2,0.0,5.6,0.475
1.9,11.1,4.3,1.1,1.5,9.0,11.4,0.0,2.4,0.458
2.2,18.2,5.4,4.8,1.3,14.0,26.2,0.0138888888888888,5.8,0.485
1.1,17.2,6.3,2.5,-0.3,9.0,22.7,0.0,2.1,0.515
4.2,21.6,9.9,2.6,4.3,3.0,22.9,0.0,11.0,0.54
0.7,12.4,3.4,1.2,-0.4,1.0,18.8,0.0,1.3,0.474
0.8,11.7,3.6,0.4,-0.2,9.0,10.8,0.0,1.7,0.489
2.5,21.2,9.7,4.5,1.3,10.0,24.6,0.0,1.8,0.496
1.6,14.6,5.6,2.6,0.0,10.0,20.7,0.0,3.0,0.49
0.3,9.7,1.9,0.3,-1.2,8.0,17.2,0.0,1.7,0.453
2.9,18.0,7.8,2.1,2.9,10.0,18.8,0.0,2.1,0.533
0.1,11.8,1.9,0.6,-1.8,6.0,17.1,0.0,3.3,0.444
0.4,13.8,2.1,1.0,-1.2,14.0,19.6,0.0,2.2,0.494
-0.1,11.7,1.8,1.9,-2.3,8.0,23.6,0.0,1.8,0.431
0.9,13.1,3.6,1.2,0.0,4.0,20.2,0.0,1.0,0.511
0.4,12.8,3.1,1.9,-1.4,15.0,17.7,0.0,1.7,0.476
0.2,14.6,6.0,1.9,-1.7,5.0,17.1,0.0,0.7,0.494
2.3,14.0,6.5,2.0,1.8,2.0,19.4,0.0,1.5,0.476
3.1,17.9,6.8,1.1,3.3,7.0,12.8,0.0,2.5,0.478
0.4,12.2,3.1,0.6,-0.9,3.0,15.4,0.0,0.6,0.527
2.3,17.8,6.1,4.0,1.2,6.0,25.7,0.0121951219512195,8.0,0.438
0.3,15.6,4.0,2.7,-1.3,8.0,21.8,0.0,0.7,0.486
3.6,20.2,9.5,6.4,3.7,4.0,24.3,0.0,5.6,0.441
0.6,16.8,3.5,3.3,-0.8,11.0,26.8,0.0,1.5,0.496
5.1,21.0,9.3,3.2,5.1,3.0,22.2,0.0123456790123456,4.2,0.508
1.2,15.5,4.3,3.2,0.8,9.0,18.6,0.0,4.5,0.448
2.5,14.7,7.1,3.1,1.6,6.0,19.9,0.0,2.8,0.468
1.7,13.8,6.6,2.0,0.2,6.0,19.2,0.0,1.6,0.503
1.4,13.3,3.4,2.4,0.4,9.0,18.1,0.0,4.1,0.436
1.0,12.7,4.8,0.9,-0.2,3.0,16.1,0.0,3.9,0.444
1.7,13.3,3.2,2.1,0.5,9.0,21.2,0.0138888888888888,3.8,0.436
1.7,14.7,6.7,2.3,0.9,8.0,19.0,0.0,2.9,0.505
-0.8,11.0,1.2,1.5,-4.6,15.0,16.6,0.0,0.7,0.56
-0.4,8.5,0.5,0.5,-4.2,10.0,14.8,0.0,0.5,0.407
0.1,13.7,4.2,1.0,-1.8,6.0,17.1,0.0,0.7,0.505
1.6,12.1,5.3,1.7,0.5,1.0,16.2,0.0,3.0,0.453
2.6,15.0,6.4,1.2,2.7,3.0,16.7,0.0,1.4,0.466
10.3,31.1,18.5,7.8,11.8,1.0,33.5,0.0526315789473684,8.6,0.56
0.1,10.7,2.7,1.5,-1.9,12.0,17.0,0.0,1.4,0.482
0.9,10.9,4.3,0.9,-0.4,4.0,14.0,0.0,1.7,0.488
1.9,15.6,5.0,4.2,0.4,7.0,27.5,0.0,3.7,0.46
1.7,14.8,5.6,3.1,0.5,11.0,19.3,0.0,1.7,0.469
-0.3,10.7,1.9,1.0,-2.5,11.0,13.1,0.0,5.6,0.404
0.9,14.7,5.0,1.4,-0.5,2.0,18.1,0.0,1.4,0.516
0.5,13.7,3.5,3.6,-1.3,2.0,22.1,0.0,2.1,0.45
1.4,16.3,4.8,2.5,0.4,9.0,19.1,0.0,5.0,0.511
0.2,12.7,1.5,0.8,-1.3,13.0,17.6,0.0,0.5,0.49
0.0,13.8,4.7,1.4,-2.0,8.0,16.7,0.0,0.9,0.494
1.8,15.8,8.1,1.5,1.3,1.0,13.1,0.0,1.1,0.576
0.7,15.0,5.2,2.1,-0.7,4.0,17.6,0.0,1.0,0.605
0.6,16.5,2.9,1.9,-0.8,11.0,23.1,0.0131578947368421,5.7,0.49
2.3,18.2,8.8,2.9,1.2,7.0,22.9,0.0,2.1,0.498
2.7,18.4,7.3,3.4,2.4,3.0,25.8,0.0,3.0,0.491
1.2,16.5,4.2,1.2,0.6,9.0,17.9,0.0,5.9,0.519
5.0,24.7,10.9,3.5,6.1,8.0,26.0,0.0,3.2,0.522
2.9,19.4,7.3,2.7,3.5,4.0,22.1,0.0,2.7,0.523
2.3,15.2,7.9,2.9,1.2,4.0,20.2,0.0,2.6,0.556
1.1,15.7,5.8,1.4,0.4,6.0,20.8,0.0,1.0,0.496
0.8,14.8,2.8,1.5,0.1,3.0,21.1,0.0,3.0,0.488
-0.5,11.5,0.7,2.0,-3.2,15.0,19.6,0.0,1.4,0.464
0.9,13.9,4.0,1.7,-0.6,10.0,18.4,0.0,5.3,0.464
3.5,17.8,6.7,3.8,2.4,13.0,21.8,0.0,5.8,0.492
-0.4,8.6,0.3,0.8,-3.3,9.0,16.1,0.0,1.1,0.46
2.0,12.8,6.2,1.4,0.8,7.0,16.2,0.0,4.0,0.541
2.5,20.1,7.9,5.1,1.2,15.0,23.6,0.0,2.3,0.5
1.5,14.5,4.3,0.8,1.8,5.0,15.8,0.0,1.3,0.508
0.2,12.9,2.0,0.8,-1.2,10.0,10.7,0.0,0.2,0.588
1.2,11.9,3.6,0.9,0.9,2.0,18.0,0.0,0.7,0.502
0.1,14.0,2.1,1.7,-1.9,13.0,21.5,0.0,1.4,0.495
3.0,18.2,8.3,5.2,3.0,4.0,23.8,0.0,3.1,0.497
0.5,16.7,4.5,1.2,-0.6,9.0,14.5,0.0,0.6,0.63
1.1,15.0,2.7,1.9,0.1,4.0,26.9,0.0,2.4,0.477
0.1,15.7,3.5,2.3,-1.8,13.0,21.7,0.0,1.4,0.481
0.2,14.8,1.2,1.0,-1.3,11.0,21.6,0.0,3.2,0.519
-0.1,9.9,2.1,0.2,-2.2,6.0,11.3,0.0,0.7,0.476
0.4,13.9,4.4,1.6,-1.3,12.0,15.7,0.0,0.7,0.52
-0.4,13.0,1.2,1.7,-3.1,10.0,22.1,0.0,0.7,0.483
-0.6,10.7,1.4,1.4,-3.7,14.0,21.4,0.0,0.6,0.423
2.2,16.5,6.5,3.0,1.5,2.0,23.0,0.0,3.8,0.479
1.8,14.5,4.2,2.7,0.7,6.0,26.1,0.0,5.7,0.37
0.0,9.8,2.2,1.1,-1.9,9.0,11.1,0.0,1.4,0.481
1.2,20.3,6.3,6.6,0.3,13.0,26.7,0.0,2.5,0.531
1.2,13.1,6.0,2.6,-0.2,8.0,18.3,0.0,2.0,0.515
0.0,11.8,0.8,0.4,-2.1,11.0,15.4,0.0,0.6,0.504
1.5,19.0,4.6,2.4,0.4,15.0,24.3,0.0,1.8,0.5
0.4,16.9,3.0,1.8,-0.8,12.0,21.2,0.0,1.1,0.574
0.4,12.2,3.2,0.5,-1.0,8.0,15.1,0.0,1.1,0.481
2.0,16.1,5.9,3.6,1.0,8.0,21.9,0.0,2.0,0.474
0.9,16.0,3.5,1.4,0.0,12.0,23.9,0.0,0.7,0.484
1.3,17.3,5.8,2.9,0.2,1.0,23.9,0.0,1.3,0.498
-0.3,16.5,2.4,3.0,-2.5,12.0,27.1,0.0,1.6,0.492
-0.1,12.9,1.0,1.1,-2.4,14.0,20.7,0.0,2.6,0.446
2.1,13.6,5.3,1.3,2.1,3.0,13.7,0.0,1.4,0.461
0.2,11.4,1.4,0.4,-0.7,1.0,15.2,0.0,0.6,0.494
2.0,12.9,4.8,1.2,1.5,6.0,18.0,0.0,2.7,0.45
1.0,17.9,5.6,2.3,-0.1,5.0,22.9,0.0,1.3,0.53
0.0,10.5,1.1,0.7,-2.0,11.0,20.0,0.0,1.3,0.412
-0.9,5.4,-1.2,0.1,-6.2,15.0,18.1,0.0,0.8,0.407
3.0,19.3,8.4,3.7,2.8,10.0,16.9,0.0,2.4,0.582
2.9,22.2,7.9,7.4,2.3,4.0,33.4,0.0,3.2,0.478
