MP,PTS,PER,VORP,WS,TOV,STL%,BPM,Rk_Year,AST%
19.6,4.3,10.2,-0.1,1.0,1.5,2.1,-2.1,18,25.7
33.9,15.6,15.7,1.4,6.1,1.3,1.2,0.7,9,7.4
13.3,4.9,12.8,0.5,2.1,0.9,2.7,-0.3,1,26.9
17.7,8.4,16.5,0.3,3.4,1.0,1.1,-1.0,17,7.6
9.0,1.7,5.1,-0.4,-0.2,0.6,1.0,-5.0,5,18.0
37.9,15.7,16.2,2.4,6.2,2.1,2.1,1.5,10,10.9
23.9,9.7,13.5,1.0,3.0,0.8,1.9,1.0,26,8.0
22.9,2.9,12.3,0.6,1.9,0.8,2.3,0.0,24,8.1
31.4,10.8,13.4,2.3,6.8,1.6,1.5,1.7,8,21.5
28.4,13.4,21.9,3.5,7.7,1.6,1.2,4.4,2,15.7
37.4,25.0,23.5,6.7,13.1,3.4,1.5,6.8,1,38.7
33.9,16.8,16.9,0.6,2.4,2.7,2.3,-0.9,27,11.7
16.8,4.4,8.1,0.1,1.3,0.6,1.4,-1.5,8,6.1
33.9,15.6,15.0,2.5,6.9,1.2,1.8,1.7,8,9.2
16.9,6.4,16.3,1.2,3.0,0.9,1.4,2.8,14,21.4
25.6,10.1,12.8,1.2,4.5,0.9,1.0,1.1,8,11.0
20.4,5.6,9.7,0.1,1.6,1.0,1.3,-1.4,3,9.1
31.2,11.7,16.6,2.1,4.5,1.8,2.1,2.2,18,14.9
36.3,20.1,22.6,3.2,10.5,2.0,1.2,2.6,11,10.2
33.9,25.3,23.9,5.0,10.3,3.0,1.9,5.2,5,26.7
21.4,8.3,17.1,0.7,4.8,1.4,2.8,-0.5,2,7.1
20.0,4.0,7.5,-0.1,1.8,0.9,1.3,-2.3,5,15.0
12.2,5.5,13.0,0.1,0.7,1.0,1.9,-1.5,10,24.3
33.2,7.9,14.4,3.3,6.4,2.2,2.7,2.8,4,35.4
35.1,15.3,20.7,3.9,10.1,1.5,1.2,3.6,13,17.5
15.8,5.1,12.6,0.6,2.1,0.8,1.9,-0.1,20,9.6
28.5,14.1,14.6,-0.4,1.1,3.3,1.9,-2.6,26,14.7
23.4,8.0,14.9,1.1,2.1,1.4,2.1,0.6,24,23.6
7.1,2.0,7.5,-0.2,0.1,0.3,0.9,-4.3,2,21.1
22.7,6.7,10.8,-0.1,0.3,2.4,2.6,-2.2,23,24.2
34.3,17.3,19.8,2.5,7.7,1.9,2.1,1.9,18,12.6
17.5,6.5,11.9,0.4,2.2,0.5,1.7,-0.3,3,10.0
37.6,22.9,26.1,5.4,14.4,3.6,1.9,5.3,8,6.8
32.8,14.1,15.1,0.7,3.3,1.1,0.6,-0.8,24,14.4
19.1,8.7,13.6,0.5,3.1,0.9,2.3,-0.8,5,10.0
10.4,2.4,8.4,-0.2,0.9,0.4,0.9,-3.5,3,5.8
12.2,3.3,5.5,-0.8,-0.7,0.9,3.1,-6.3,18,11.7
15.9,6.5,10.7,-0.2,0.3,1.1,1.8,-2.9,19,22.7
17.1,7.1,15.9,-0.3,2.7,0.9,1.2,-2.8,7,3.3
27.8,9.4,18.0,1.4,6.6,1.0,2.3,0.4,24,7.5
27.9,10.0,17.8,1.3,5.4,1.4,0.9,0.4,25,7.0
17.7,4.3,10.1,0.2,1.1,0.4,1.4,-1.1,23,7.8
30.4,11.8,15.0,1.1,4.0,2.2,2.1,0.0,30,28.1
32.7,12.7,17.8,2.4,7.0,2.4,2.3,1.6,10,35.7
16.9,5.3,10.7,-0.7,1.8,1.0,1.0,-4.3,29,3.6
24.4,8.8,12.2,-0.3,0.2,2.2,1.6,-2.7,30,9.9
28.2,13.8,15.6,-1.1,1.5,2.2,1.1,-3.8,29,7.5
30.8,8.0,8.2,-0.6,1.7,0.9,1.4,-3.1,18,8.3
14.5,4.3,11.0,-0.3,1.0,0.6,1.3,-3.5,21,3.2
14.6,3.3,10.4,-0.2,0.9,0.5,0.7,-2.9,22,9.0
30.5,14.5,20.4,3.2,9.6,1.8,1.8,3.6,9,10.4
35.0,14.0,12.8,1.1,4.3,1.9,1.5,-0.3,21,17.5
22.1,8.1,13.1,-0.2,4.0,0.8,0.9,-2.5,6,2.8
28.3,11.6,14.6,1.5,6.1,1.3,1.6,0.8,2,13.6
26.2,9.1,10.6,0.5,2.6,1.0,1.2,-0.8,19,5.6
22.2,7.4,16.0,1.7,4.9,1.3,1.5,2.3,19,15.0
27.9,12.2,13.9,0.6,2.1,1.2,1.5,-0.2,10,16.8
8.7,3.2,12.6,-0.4,0.2,0.6,1.1,-5.5,9,2.5
30.1,13.2,14.7,0.9,4.4,1.7,1.4,-0.5,17,13.0
27.9,10.5,12.5,1.1,5.1,0.8,1.6,0.2,16,5.7
15.6,5.6,13.1,-0.7,1.8,0.9,0.6,-4.3,14,4.0
27.8,10.1,18.4,1.8,9.4,1.2,0.9,1.5,4,2.4
22.3,9.8,14.2,0.8,3.4,0.9,1.2,-0.2,14,11.5
33.3,15.3,14.6,1.1,3.9,1.4,1.0,-0.2,9,8.1
30.0,10.2,12.3,0.4,3.0,1.7,1.8,-1.3,13,21.1
37.2,10.6,17.1,3.2,6.6,3.4,3.2,3.1,6,47.1
25.2,12.8,14.4,0.5,2.5,1.2,2.0,-1.0,18,11.7
35.4,14.0,15.4,2.0,5.7,2.7,2.2,0.8,16,29.0
20.1,8.3,13.0,1.3,5.1,0.7,1.1,1.1,1,12.1
24.5,11.7,11.8,-0.5,-0.6,2.0,2.0,-3.8,27,19.8
17.2,6.8,10.0,-0.2,1.1,1.2,1.5,-2.6,7,17.8
28.6,8.6,10.9,0.6,4.0,1.3,1.2,-0.9,3,17.9
30.2,14.2,14.2,0.6,3.4,1.9,1.3,-1.0,13,17.7
23.7,5.0,12.1,-0.1,2.6,1.0,1.9,-2.3,20,6.0
32.1,16.8,18.7,2.7,8.0,2.5,1.5,2.6,15,25.8
12.1,4.1,8.0,-0.9,-0.2,1.0,0.4,-7.3,13,5.5
25.6,7.1,14.8,0.7,5.2,1.3,1.0,-0.7,23,3.2
17.1,4.9,7.5,0.0,1.0,0.5,1.4,-2.0,19,6.1
16.7,6.3,16.7,0.5,2.4,0.6,1.0,0.3,14,7.6
10.7,2.2,9.6,-0.3,1.9,0.4,1.1,-3.9,21,4.2
29.0,8.3,10.5,0.0,1.5,1.1,1.7,-2.0,29,16.7
21.5,4.6,10.8,0.3,3.6,0.8,1.4,-1.2,7,6.7
35.9,18.5,14.6,0.9,1.9,3.1,1.8,-0.5,22,18.4
33.3,14.7,20.8,3.3,7.9,3.5,1.0,3.2,17,53.1
21.1,9.8,13.1,0.7,3.5,1.0,0.8,-0.3,2,9.1
15.1,7.2,17.6,1.0,2.3,0.9,2.4,2.4,21,30.9
29.9,13.2,15.6,1.0,4.3,2.5,1.9,-0.3,19,28.9
38.8,26.7,27.3,7.8,15.6,3.6,2.1,8.1,3,34.9
15.7,4.4,12.4,-0.2,3.1,0.9,1.5,-2.8,13,7.0
30.5,13.1,15.4,1.8,6.6,2.6,1.7,1.1,8,33.7
28.8,9.2,8.8,-0.9,0.8,0.9,0.8,-3.5,25,5.8
12.1,2.0,5.4,-0.4,0.6,0.5,0.8,-4.8,13,5.3
32.9,18.0,16.8,0.9,2.6,1.4,1.4,-0.1,29,9.6
32.8,11.7,18.8,1.9,6.7,1.9,1.6,2.9,1,10.7
35.9,18.6,20.1,1.9,7.8,1.3,0.8,0.6,18,9.2
22.0,6.2,13.8,2.0,5.4,0.7,3.2,2.4,1,12.1
31.8,10.3,16.0,0.9,6.5,1.7,0.9,-0.4,12,3.0
35.5,18.2,16.4,1.1,4.2,2.0,1.0,-0.3,13,24.0
34.7,15.0,18.5,2.4,9.4,1.2,1.7,1.3,16,7.1
30.4,11.0,12.4,1.4,5.9,1.1,0.8,0.3,2,6.5
14.3,1.8,8.0,0.0,0.6,0.5,2.6,-2.2,15,8.1
17.2,6.1,10.1,-0.1,1.3,0.9,0.8,-2.5,16,7.4
34.4,16.2,15.6,2.0,3.9,2.3,2.3,1.6,21,25.9
32.2,14.4,19.4,3.7,10.1,1.7,0.9,3.5,5,15.5
21.9,8.0,11.0,-0.1,1.1,1.3,3.3,-2.3,4,9.1
34.3,23.0,23.4,4.5,11.1,1.9,0.8,5.1,4,14.2
13.8,4.1,11.1,-0.3,0.7,0.8,1.7,-3.3,26,28.4
25.7,9.6,17.6,1.1,5.6,1.0,1.5,0.3,28,6.8
32.4,17.5,20.4,2.4,8.2,2.6,1.9,1.8,2,35.2
35.5,13.7,15.9,2.3,6.6,2.2,2.6,1.2,11,28.0
16.6,5.0,13.0,0.3,1.4,0.8,1.9,-0.5,17,7.0
21.8,10.7,13.1,-0.3,1.1,1.7,1.3,-3.0,17,28.9
17.8,4.4,9.0,0.7,3.6,0.5,1.4,-0.2,1,10.1
26.0,7.9,12.8,-0.3,3.5,1.0,0.8,-2.8,22,4.1
27.0,9.9,17.7,1.4,7.6,0.9,0.7,0.5,7,1.6
35.3,12.8,16.7,1.9,5.4,1.9,1.1,1.3,21,10.4
11.1,2.8,8.5,-0.1,0.9,0.2,1.3,-2.3,12,5.9
36.9,14.1,17.2,3.2,6.7,2.1,2.1,3.2,16,26.4
21.7,7.3,13.5,1.4,4.4,0.4,0.9,1.9,2,6.2
17.8,4.2,13.6,1.0,3.2,0.6,1.5,1.4,15,11.5
15.9,5.0,12.8,-0.2,2.9,0.7,1.1,-2.7,3,3.6
32.0,13.2,12.1,0.5,3.0,0.9,0.5,-1.0,25,6.3
8.0,1.4,9.7,-0.1,0.5,0.5,1.0,-2.8,12,2.7
19.1,5.9,11.1,1.2,4.7,0.3,1.0,1.0,3,4.1
11.6,3.6,10.8,-0.3,0.6,0.8,1.4,-4.7,9,4.2
25.1,9.5,14.3,0.5,3.8,1.1,1.8,-0.6,21,6.6
13.1,6.3,13.7,0.1,1.2,0.7,1.7,-1.2,19,9.5
16.4,5.3,15.3,0.3,2.6,0.6,1.4,-0.9,27,5.2
19.4,7.2,9.8,0.3,1.3,0.7,1.3,-1.0,17,4.6
34.7,18.9,19.7,4.6,11.6,2.1,1.5,4.6,6,16.1
11.6,3.5,9.9,-0.6,0.4,0.6,2.0,-4.7,25,8.4
13.9,5.6,12.8,0.5,1.6,0.4,1.2,1.1,7,5.3
11.8,3.8,12.9,0.1,1.0,0.7,1.8,-1.6,15,9.5
13.6,5.5,11.2,-0.8,0.6,1.4,1.0,-5.7,30,4.8
31.9,17.5,18.8,1.4,5.8,2.5,1.3,1.0,1,14.3
26.2,9.0,10.2,0.2,1.3,1.2,1.4,-1.7,30,11.0
11.0,3.9,10.1,-0.2,0.3,0.7,0.9,-3.8,8,3.1
20.7,8.9,14.2,0.5,2.4,1.3,1.7,-0.7,12,23.3
36.3,18.7,19.4,2.3,10.3,1.8,1.1,1.3,3,8.9
8.2,3.2,12.3,-0.2,0.7,0.4,1.2,-3.5,26,4.6
36.0,15.9,23.7,6.7,13.9,2.2,3.5,7.1,12,45.8
21.0,6.2,10.7,-0.5,2.0,0.7,1.8,-3.3,22,4.3
17.7,5.6,10.1,-0.9,0.4,0.8,1.2,-5.3,27,3.5
27.8,10.1,17.4,0.9,5.3,1.3,1.0,-0.4,27,2.8
30.9,9.8,16.3,1.5,3.7,2.2,2.0,0.8,28,43.0
13.8,5.2,14.6,0.6,1.7,0.9,2.5,0.5,13,23.3
10.4,4.0,11.7,0.2,0.8,0.3,1.7,-0.6,27,5.2
29.5,11.7,12.8,0.0,4.9,1.1,1.8,-1.9,6,6.6
24.1,13.3,15.3,0.2,1.5,1.4,1.9,-1.3,28,14.6
20.6,9.5,14.8,0.6,3.2,1.7,0.9,-0.5,4,31.2
35.7,21.4,16.4,0.4,2.5,2.3,0.7,-1.4,28,8.8
24.6,7.7,15.8,0.4,4.0,0.7,1.3,-0.9,28,3.8
21.7,8.7,10.8,-0.3,1.8,0.9,1.2,-2.8,12,7.6
25.7,8.6,14.1,0.9,2.7,1.2,1.8,0.9,9,13.6
16.3,5.8,9.7,-0.1,0.5,0.9,1.6,-2.2,26,6.5
38.0,22.5,21.9,3.6,9.8,2.7,1.0,2.6,23,18.7
31.2,15.5,18.4,1.2,5.0,2.2,1.9,0.2,24,27.5
32.5,23.5,21.4,3.5,9.5,2.3,1.6,3.4,14,13.0
36.8,25.3,22.7,2.4,8.0,3.2,1.2,1.4,15,13.2
28.2,12.5,17.0,1.3,5.6,1.6,1.6,0.3,4,8.3
36.1,16.5,17.8,1.1,6.0,2.3,1.4,-0.4,20,14.0
27.2,14.1,15.8,0.1,1.8,1.6,1.4,-1.6,24,19.8
28.4,13.1,17.0,1.6,2.8,2.5,2.4,1.9,29,41.2
13.1,3.9,10.1,-0.3,0.6,0.3,1.2,-3.7,29,7.6
16.1,5.3,9.8,0.5,1.8,0.6,1.0,-0.4,4,10.0
19.2,6.7,14.6,0.7,3.0,1.1,2.0,0.6,5,10.5
33.6,15.9,15.5,2.0,7.2,1.7,2.0,0.9,10,10.2
26.7,12.2,16.4,2.2,7.1,1.3,2.2,1.9,7,12.8
24.0,8.6,11.7,0.6,2.5,1.0,1.6,-0.6,26,6.6
12.3,4.6,16.0,0.2,2.3,0.5,2.0,-0.8,2,5.3
11.5,5.4,15.3,-0.2,1.7,0.6,0.6,-3.0,16,7.0
16.3,4.2,9.4,-0.6,0.5,0.8,1.4,-4.4,24,2.7
21.3,8.3,12.6,0.4,2.7,0.8,1.7,-1.1,14,8.9
32.4,13.3,12.9,0.5,4.8,1.3,1.1,-1.1,6,7.2
26.1,4.7,14.8,1.4,3.7,1.1,1.4,1.5,10,11.7
22.8,10.5,12.3,0.1,2.1,1.5,1.2,-1.7,9,9.6
19.5,7.4,11.7,-0.4,1.6,0.9,1.3,-3.3,20,7.2
35.2,20.4,19.3,1.9,6.3,2.1,0.9,0.6,25,8.8
27.6,7.2,9.0,-0.1,2.5,0.7,1.5,-2.1,23,8.5
14.8,6.4,13.9,-0.5,1.5,0.7,0.9,-4.1,17,1.3
33.6,14.4,15.9,1.5,6.2,1.9,1.0,0.1,22,31.1
20.1,7.5,13.0,0.3,2.1,0.8,1.5,-1.3,24,8.5
21.0,6.7,13.3,0.7,3.3,0.8,1.0,0.0,30,8.9
10.8,4.4,12.2,-0.1,0.8,0.4,1.6,-2.7,22,6.9
26.0,11.2,12.4,-0.3,1.7,1.7,1.2,-2.5,24,13.2
17.3,6.6,14.3,0.7,1.9,1.2,2.0,0.0,22,22.5
37.7,22.3,18.5,2.2,5.3,2.7,1.7,2.0,23,20.7
24.3,12.8,16.5,1.3,3.5,1.3,1.9,1.0,26,13.2
25.4,10.2,17.8,1.5,6.4,1.0,0.9,0.9,17,5.5
35.8,20.2,24.3,4.2,11.4,2.1,0.9,4.4,30,11.8
34.2,13.5,16.5,2.6,7.0,2.1,2.0,2.0,14,29.4
31.3,15.8,15.9,1.9,5.3,2.0,1.9,0.9,4,22.2
32.0,11.7,12.0,0.7,3.0,1.5,1.5,-0.4,27,8.1
16.3,3.4,4.4,-1.2,-0.3,0.6,0.8,-6.8,25,6.5
35.0,20.5,17.8,2.9,6.9,2.6,1.6,2.1,19,13.0
23.3,8.8,13.6,-0.1,2.9,1.3,0.8,-2.2,26,7.9
11.0,2.6,9.7,0.5,1.7,0.3,2.0,1.2,4,9.1
13.0,3.1,11.0,-0.3,1.1,0.8,1.1,-4.0,12,4.7
21.0,10.2,18.2,0.3,1.8,1.6,1.9,-0.6,22,6.2
5.2,2.0,10.0,-0.3,0.3,0.5,1.0,-7.1,5,5.1
22.7,4.1,10.0,0.4,3.2,0.8,1.4,-0.6,1,7.4
20.9,12.0,15.8,0.5,3.4,1.9,0.8,-0.8,21,11.3
7.9,1.1,4.7,-0.3,0.3,0.4,1.3,-5.7,14,1.4
8.7,3.1,13.7,0.0,1.8,0.4,1.5,-2.1,4,2.5
28.1,14.0,14.8,1.2,3.8,1.2,1.7,0.3,17,12.1
34.4,16.5,19.2,3.2,6.4,2.6,2.0,2.8,13,17.1
21.9,11.0,16.4,0.0,3.8,1.1,1.2,-1.9,19,4.7
16.9,5.4,10.7,-0.1,1.2,1.0,1.3,-2.2,18,10.2
26.3,13.3,19.0,1.3,4.4,2.2,1.5,0.3,29,35.0
12.2,5.4,15.4,0.1,1.5,0.7,1.4,-1.1,23,9.1
26.3,11.7,17.9,2.2,6.7,1.7,1.9,2.1,9,28.3
28.1,7.9,16.2,2.1,6.3,1.2,1.9,1.9,14,14.3
17.3,5.9,10.4,-0.4,0.0,1.2,1.7,-3.5,29,14.8
27.8,11.3,21.1,2.0,6.6,1.4,0.7,3.2,5,7.7
24.4,9.6,13.2,0.1,2.4,0.9,1.6,-1.8,22,10.7
14.2,4.2,9.9,-0.4,0.4,0.8,2.2,-4.0,20,16.3
26.1,11.2,15.9,1.1,6.3,1.3,0.7,0.2,8,5.0
10.9,2.7,8.4,-0.8,0.2,0.7,1.4,-6.9,27,2.4
10.0,3.8,10.8,-0.1,0.3,0.5,1.4,-2.9,30,10.3
29.0,7.6,12.3,2.0,5.1,1.0,1.5,1.4,11,11.1
26.5,6.7,11.5,0.4,4.8,1.0,1.8,-1.3,21,5.3
18.5,4.4,11.7,0.0,2.9,0.7,0.6,-1.9,4,2.1
16.0,2.5,9.7,0.4,1.9,0.6,0.9,-0.3,3,3.8
22.6,6.4,10.3,0.5,2.9,1.3,2.5,-0.8,3,16.8
18.4,7.9,15.2,0.0,1.5,1.4,2.5,-1.9,24,28.6
24.2,8.1,14.1,-0.1,2.9,1.7,0.9,-2.2,26,5.3
26.3,11.3,12.6,0.7,2.4,1.4,2.0,-0.6,11,12.1
21.2,7.2,12.8,0.0,2.4,1.2,0.9,-1.9,16,11.2
31.5,12.4,14.8,2.0,6.6,1.0,1.5,1.1,10,8.1
31.7,15.2,17.2,1.5,4.2,2.9,1.7,0.6,18,38.2
14.3,4.3,10.8,-0.4,1.6,0.7,1.3,-3.5,12,5.3
19.1,5.5,11.7,0.6,2.0,0.8,2.2,0.6,6,10.6
33.6,18.6,19.4,2.7,6.6,3.1,2.2,2.3,20,28.1
27.7,12.7,15.9,0.5,3.6,2.3,0.7,-1.1,19,12.8
24.9,12.3,16.4,1.9,5.0,1.3,2.3,1.7,9,14.2
16.4,4.7,6.2,-0.4,-0.1,0.5,0.5,-3.8,1,5.3
32.6,18.3,18.4,1.0,5.5,2.0,1.0,-0.4,14,13.7
19.0,5.3,12.8,0.4,3.0,1.0,1.3,-0.7,2,9.0
21.1,9.2,14.1,0.1,1.6,1.8,1.3,-1.8,28,27.6
26.4,11.9,14.8,0.1,4.1,1.4,1.0,-1.9,12,5.2
25.9,5.1,10.4,1.3,4.1,0.7,2.5,0.6,7,7.9
32.3,19.2,15.5,0.1,1.7,2.7,1.1,-1.8,30,12.3
10.3,2.3,7.6,-0.3,-0.1,0.8,2.1,-5.0,11,25.5
14.6,4.2,11.7,0.1,1.5,0.9,1.5,-1.8,7,30.3
12.0,4.7,10.8,0.0,0.9,0.4,1.3,-2.1,25,8.7
22.6,8.4,11.5,-0.4,-0.3,1.6,1.3,-2.8,30,22.4
28.6,12.6,15.5,1.3,5.0,2.1,1.3,0.7,2,32.1
32.9,14.1,14.0,2.3,6.5,1.5,1.7,1.8,2,7.4
29.9,14.0,18.2,1.7,5.2,1.7,2.2,1.6,25,22.9
14.9,3.4,8.4,-0.2,0.8,0.5,2.0,-3.1,4,6.5
17.7,6.2,16.7,0.5,4.5,0.8,1.6,-0.6,19,5.0
32.8,16.5,21.6,4.2,9.9,3.6,0.8,4.3,5,50.9
30.9,16.8,19.0,1.7,7.7,1.7,1.1,0.8,28,4.6
12.8,3.8,11.8,0.0,0.8,0.6,1.7,-2.1,20,7.0
13.7,4.1,8.2,-0.4,1.1,0.3,0.8,-4.1,1,6.8
24.3,9.1,15.5,1.2,4.3,1.7,1.9,0.8,16,27.7
20.8,6.5,8.6,-0.4,0.3,0.9,1.1,-3.3,19,7.4
19.3,8.4,17.6,0.4,3.2,0.8,0.5,-0.6,5,1.1
16.1,6.4,17.0,0.3,2.1,0.9,0.9,-0.8,27,2.4
37.5,25.0,22.9,4.7,12.3,1.8,1.2,4.2,4,13.0
11.6,3.9,10.4,-0.1,0.8,1.0,1.4,-2.4,17,9.8
6.7,2.1,8.3,-0.2,0.3,0.0,1.0,-3.7,22,2.6
20.8,6.0,12.9,1.3,4.5,1.1,1.6,1.0,2,26.9
19.7,8.5,11.1,-0.1,1.3,0.9,1.1,-2.4,28,8.0
22.9,8.4,13.7,0.1,4.2,0.8,0.9,-1.8,10,4.9
38.0,21.3,19.3,3.4,8.4,1.9,1.5,2.7,6,22.0
22.2,9.9,13.1,0.4,2.3,1.1,1.3,-0.8,21,11.3
12.5,4.3,14.8,0.2,1.5,0.5,1.6,-0.2,21,13.5
28.6,14.0,20.7,1.5,4.9,2.0,1.3,1.5,29,12.9
20.8,7.1,14.5,1.5,4.3,0.7,1.9,1.8,13,9.8
33.8,11.0,12.1,1.6,5.3,1.6,2.1,0.5,3,13.3
29.7,19.8,20.3,1.2,6.3,2.4,1.2,0.3,26,13.2
33.0,12.1,15.2,2.3,6.5,2.1,2.5,1.6,15,29.5
9.8,3.9,16.0,0.1,0.8,0.4,1.2,-1.2,19,9.9
21.0,5.8,12.2,0.4,3.2,1.0,1.4,-1.0,12,7.7
30.1,10.7,17.9,1.7,6.2,1.8,0.9,1.6,17,10.8
32.6,14.6,18.0,2.9,7.8,1.4,1.5,2.9,21,10.6
39.5,30.1,26.2,7.5,16.1,3.3,1.8,7.1,10,13.5
11.1,3.7,14.1,0.1,2.0,0.6,1.1,-1.4,9,5.3
23.8,8.8,12.9,0.6,4.0,1.3,1.2,-0.8,17,12.2
37.3,20.2,22.2,3.5,10.3,2.3,1.4,2.5,23,17.5
16.2,4.8,12.7,-0.5,1.5,1.1,0.7,-3.8,22,2.9
6.0,0.7,3.8,-0.3,-0.2,0.3,0.8,-6.2,28,5.1
34.2,15.8,16.1,2.3,6.7,2.5,1.6,1.8,1,25.0
33.4,10.9,13.9,1.5,3.9,2.1,1.1,1.3,27,18.4
17.2,4.9,12.6,0.9,2.9,0.4,1.7,1.4,1,6.9
24.7,9.4,12.3,0.8,4.6,1.1,1.6,-0.5,8,9.0
17.0,7.9,19.6,0.6,3.6,0.9,0.8,0.5,15,5.4
29.0,11.9,18.2,3.0,6.0,1.4,2.5,5.1,8,14.0
38.0,17.5,14.6,1.6,5.6,2.1,1.6,0.0,18,12.2
20.4,6.8,14.0,-0.3,2.6,0.9,1.3,-2.7,24,4.1
34.3,18.5,16.5,-0.3,2.4,2.9,0.7,-2.5,22,8.6
41.4,25.5,16.7,0.4,1.3,3.8,2.6,-1.4,26,21.2
37.2,20.1,18.2,2.2,5.4,3.0,2.1,1.3,28,26.1
19.2,8.6,10.7,-0.6,1.4,0.8,1.0,-3.7,27,5.7
17.1,5.7,8.4,-0.5,0.5,0.6,1.1,-4.0,25,6.1
33.5,12.5,12.8,0.4,3.1,1.1,2.1,-1.4,30,9.0
27.8,11.6,16.7,1.4,7.2,1.4,1.4,0.4,8,8.9
19.2,6.3,9.7,0.3,1.9,0.7,1.0,-1.2,12,13.5
18.2,6.6,9.6,-0.5,0.4,1.0,0.7,-3.5,29,8.3
13.0,4.0,9.9,-0.4,0.8,0.8,1.0,-4.2,21,7.3
14.1,4.3,10.6,-0.2,0.0,1.2,1.9,-3.1,18,26.7
23.8,9.9,10.8,0.0,1.9,1.3,2.0,-1.9,8,10.7
31.8,12.0,14.7,0.9,5.0,1.3,1.5,-0.5,4,7.2
22.3,9.9,11.7,-0.1,1.8,1.2,1.4,-2.3,17,14.0
15.7,4.7,11.8,0.1,1.9,1.0,1.6,-1.8,10,31.5
24.9,10.2,10.8,-0.8,1.8,1.7,1.0,-3.6,21,12.9
18.3,7.2,13.9,0.8,2.6,0.8,1.4,1.4,8,13.9
18.0,7.2,12.3,0.6,2.8,0.9,1.8,-0.4,3,13.4
20.3,8.3,16.4,1.0,3.7,1.3,1.8,1.1,7,24.2
16.7,5.7,12.2,0.4,3.1,0.3,1.4,-0.9,6,5.5
31.3,17.9,24.7,5.0,10.9,1.8,1.0,6.1,12,17.8
30.5,10.1,13.0,1.0,5.7,0.9,1.4,-0.4,6,5.6
32.0,13.8,14.0,0.1,2.1,1.9,2.0,-1.9,25,7.5
34.2,11.5,13.4,0.6,3.3,1.6,1.8,-0.8,7,8.5
16.5,7.4,13.0,-0.4,1.2,1.2,1.3,-3.1,18,6.2
30.5,14.0,18.1,2.4,7.0,2.1,2.0,1.8,11,30.3
35.5,20.6,17.0,0.6,4.2,2.0,1.4,-0.4,16,11.2
25.6,6.2,11.8,0.8,4.7,1.0,1.7,-0.3,14,6.5
29.2,13.0,14.0,0.8,3.5,1.2,1.5,-0.4,26,7.6
30.7,11.3,13.3,1.4,3.4,1.7,1.2,0.4,19,19.5
20.9,7.4,11.9,-0.6,2.5,1.0,0.5,-3.8,1,5.6
28.4,13.6,17.9,1.0,5.6,1.8,0.7,-0.1,13,8.4
17.1,4.5,11.4,-0.3,1.1,0.9,1.5,-3.2,27,4.8
23.0,7.8,9.7,-0.2,0.8,0.6,1.5,-2.9,30,6.7
21.6,4.4,11.7,0.8,3.6,0.9,2.1,-0.2,16,11.4
8.6,2.8,11.4,0.2,1.4,0.3,1.8,-0.7,3,10.5
39.7,19.6,16.2,2.0,6.4,2.1,1.9,0.5,18,7.8
26.4,10.0,13.8,0.4,2.1,1.8,0.9,-1.2,28,13.2
21.3,4.5,6.5,-0.9,-0.1,0.9,0.8,-5.3,30,7.2
27.9,9.9,14.6,0.2,6.0,1.0,0.7,-1.7,13,3.9
16.4,7.8,16.9,0.4,3.0,1.2,1.4,-0.8,22,11.8
21.1,8.2,12.9,-0.4,1.1,1.7,1.6,-3.0,29,23.3
27.8,15.4,15.0,1.1,2.7,1.9,2.4,0.1,7,15.0
11.8,3.4,10.6,-0.4,0.7,0.6,1.7,-4.3,25,7.5
9.3,3.0,11.2,-0.5,0.9,0.3,0.5,-5.5,6,5.3
34.7,16.9,16.2,0.7,2.7,2.8,1.9,-0.8,30,34.6
30.5,17.7,16.8,0.6,3.5,1.8,1.4,-0.8,23,8.6
35.4,15.7,21.0,5.1,9.3,2.4,2.4,5.1,6,19.0
16.9,5.4,11.6,0.2,1.3,0.3,2.6,-0.8,26,5.8
36.3,26.6,28.0,7.9,13.0,3.3,2.7,9.2,13,36.4
30.6,9.1,16.1,1.1,6.7,1.3,0.6,-0.1,4,2.8
16.4,8.6,17.6,-0.2,2.1,0.8,1.5,-2.9,25,6.2
34.9,15.4,14.7,2.5,7.1,1.5,1.8,1.6,14,12.9
13.3,5.2,15.0,-0.2,1.4,0.6,1.1,-3.5,16,5.2
10.8,1.8,3.0,-0.6,-0.1,0.2,1.2,-6.4,27,3.0
37.2,21.5,21.3,4.1,9.1,2.0,1.4,4.7,11,23.1
30.0,11.3,14.0,1.6,5.5,1.3,1.2,0.6,5,11.2
30.4,9.4,9.6,0.4,2.5,1.1,1.1,-1.3,21,6.9
29.2,12.4,14.7,1.7,6.7,1.3,1.6,0.9,12,15.5
35.8,14.6,19.3,3.0,8.4,2.0,1.4,2.8,18,10.2
33.6,13.8,18.9,3.6,10.8,1.5,2.1,3.2,7,11.6
17.3,7.6,11.5,-0.1,0.6,1.1,1.1,-2.4,21,14.8
20.9,8.5,15.2,0.3,4.3,1.1,1.1,-1.4,1,3.9
9.1,1.5,3.6,-0.3,0.2,0.3,1.0,-4.3,9,8.1
32.6,16.2,17.2,1.1,6.3,2.0,1.2,-0.3,16,11.1
37.0,18.3,22.9,4.2,11.0,2.2,0.8,4.9,3,15.0
25.1,11.7,16.2,0.6,4.1,1.8,0.7,-0.9,21,13.5
