MP,PTS,PER,VORP,WS,TOV,STL%,BPM,Rk_Year,AST%
21.5,8.7,11.8,0.3,3.0,1.2,1.3,-1.3,6,12.6
36.6,22.9,19.5,2.5,9.0,2.3,1.0,1.5,14,7.6
19.3,6.6,10.8,0.1,1.8,1.4,1.7,-1.7,23,13.4
26.7,8.6,12.9,1.9,4.6,1.9,2.0,1.5,2,22.4
20.9,7.8,10.5,-0.3,2.2,1.4,2.2,-2.7,5,14.8
27.0,9.6,15.2,2.3,5.4,1.5,3.2,2.1,8,21.7
19.3,6.0,8.8,-0.5,0.7,1.7,1.2,-3.5,11,11.1
14.3,4.9,10.5,-0.3,1.0,1.3,1.5,-3.2,20,12.9
31.2,16.7,16.4,0.6,2.9,2.7,1.3,-0.7,13,12.0
25.6,17.0,17.5,1.1,4.2,1.8,2.7,0.3,18,10.8
15.4,2.9,10.3,0.3,1.3,0.8,1.2,-0.7,8,11.9
15.1,5.1,9.1,-1.0,0.4,1.0,0.6,-5.6,22,4.4
20.9,8.9,15.3,1.0,3.4,1.4,2.4,0.3,9,28.2
34.5,22.1,19.1,2.4,8.0,2.9,1.3,1.4,19,12.1
22.4,10.0,14.1,-0.1,3.1,2.0,1.1,-2.1,14,5.5
31.6,13.0,16.3,2.2,6.7,2.3,2.5,1.6,12,33.9
37.5,32.9,25.2,3.6,7.1,3.7,1.7,5.1,21,18.6
15.4,6.1,11.6,-0.6,0.6,1.4,0.7,-4.9,14,5.4
36.6,14.4,15.5,3.6,8.5,2.2,1.4,2.7,6,15.0
37.3,27.4,20.9,3.2,7.6,2.8,2.1,2.2,17,11.3
17.0,5.5,9.5,-0.8,0.8,1.2,1.1,-5.3,21,2.4
35.3,18.5,20.4,3.9,8.3,2.4,1.7,4.4,20,18.6
18.1,8.3,11.0,-0.3,0.9,1.2,1.2,-3.7,2,6.7
7.5,2.0,4.6,-0.6,-0.4,1.0,1.1,-7.9,23,4.8
19.8,5.0,11.3,0.1,0.8,2.1,2.3,-1.7,14,35.7
33.6,19.8,20.7,3.0,11.0,2.0,0.5,2.5,1,7.4
32.5,20.0,20.0,3.5,7.6,2.7,2.5,3.5,4,14.6
20.4,7.5,15.2,2.0,4.8,1.5,2.4,2.9,4,12.8
19.1,8.0,11.6,-0.3,2.3,1.2,1.1,-2.7,12,7.8
13.8,4.7,10.4,-0.2,1.0,1.1,1.5,-2.5,19,4.0
14.4,3.4,10.5,0.5,1.3,0.7,1.9,0.0,18,25.7
33.5,13.4,14.3,1.1,3.7,2.9,2.6,-0.3,20,31.5
31.0,12.7,13.8,1.4,4.8,1.7,2.0,0.3,21,7.6
19.2,9.0,14.0,0.7,3.5,1.1,2.5,-0.2,6,10.2
36.0,16.1,17.6,4.5,9.6,3.1,2.2,4.2,3,25.8
36.1,27.9,21.6,3.5,8.9,3.1,1.5,2.7,5,17.9
8.9,4.2,7.4,-0.6,-0.4,0.7,2.3,-7.5,22,6.8
15.4,10.2,17.3,0.1,3.0,1.1,1.6,-1.6,2,8.4
25.3,12.4,14.7,0.6,3.0,2.0,1.1,-0.7,15,31.6
25.5,12.8,14.9,1.2,4.2,1.6,1.6,0.3,7,20.3
16.9,4.9,12.2,1.1,2.4,1.2,3.7,1.5,13,18.1
31.2,12.8,16.7,2.7,5.2,2.5,3.5,2.2,5,29.5
9.1,2.7,8.9,0.0,0.5,0.7,2.9,-2.2,1,10.3
7.1,2.1,8.0,-0.2,0.1,0.4,1.1,-5.3,8,11.1
31.2,11.1,15.1,0.2,4.7,2.0,1.5,-1.6,22,5.2
27.3,9.8,14.6,1.0,4.7,1.8,1.7,0.0,17,7.1
32.1,13.0,12.6,-0.9,3.6,1.8,0.8,-3.5,22,2.9
26.6,16.0,15.2,-0.1,2.6,1.9,1.6,-2.1,14,14.6
20.3,9.3,14.7,0.0,3.8,1.5,0.5,-2.1,20,7.4
37.5,21.7,20.1,4.7,11.2,2.5,2.1,4.8,3,20.1
15.8,3.4,9.7,0.1,1.0,0.9,0.5,-1.6,14,4.0
19.0,10.5,15.4,0.0,2.9,1.4,0.7,-2.1,2,6.9
20.1,6.2,10.1,0.1,3.4,1.1,0.8,-1.7,3,8.1
25.8,9.9,15.0,1.5,5.3,2.3,1.1,0.9,3,8.1
13.5,3.9,9.0,-0.5,1.1,0.9,0.7,-4.3,15,2.2
25.8,11.0,13.6,0.5,3.5,1.5,1.2,-0.8,23,20.8
14.3,2.8,6.9,-0.4,0.5,0.7,1.6,-3.9,20,8.1
28.1,10.2,12.2,0.6,4.1,2.3,1.1,-0.9,18,13.2
38.8,18.2,16.7,1.4,7.7,2.9,0.9,-0.3,9,7.1
18.5,7.9,11.5,-0.1,0.9,1.6,2.2,-2.2,21,18.7
21.0,9.9,11.3,-0.6,0.1,2.2,1.6,-3.7,20,26.3
39.5,28.0,18.9,2.0,6.2,3.1,1.8,0.6,22,12.3
20.5,12.8,17.7,0.4,1.9,1.5,2.3,0.1,9,10.2
25.5,13.9,14.8,0.3,3.1,1.5,1.1,-1.4,19,12.5
17.7,10.1,15.6,0.7,2.9,1.6,2.0,0.0,5,21.4
21.1,3.4,6.9,-0.1,0.9,1.0,0.7,-2.6,14,4.7
17.5,5.0,13.4,1.0,2.2,1.1,3.0,1.0,15,29.4
10.1,3.6,9.5,-0.7,0.5,0.7,0.8,-5.6,16,4.4
20.9,5.7,10.5,0.3,1.3,1.4,2.7,-1.3,10,17.7
28.3,13.2,14.2,0.3,1.7,2.6,1.5,-1.4,13,31.5
20.8,13.1,15.9,-0.3,2.7,1.8,1.3,-2.8,2,6.9
37.8,30.6,24.6,4.7,14.6,3.3,0.9,4.2,9,16.2
32.8,10.8,10.4,-0.1,3.2,2.5,1.0,-2.2,7,6.1
29.8,16.8,17.6,2.0,7.9,2.9,1.2,1.3,8,7.2
21.4,8.3,14.5,1.7,3.8,1.9,2.5,1.9,4,20.7
35.6,21.9,16.6,1.5,5.6,2.6,1.2,0.0,15,16.0
19.5,7.6,13.6,1.0,3.0,0.9,2.5,1.3,7,16.8
36.1,23.3,17.1,0.2,5.5,1.8,1.0,-1.7,17,4.6
30.3,14.0,14.5,1.0,3.5,1.4,2.1,0.0,20,15.3
10.3,3.3,6.6,-0.4,0.1,0.7,1.4,-5.7,3,12.4
11.7,4.6,10.2,-0.2,0.6,0.8,1.2,-3.4,2,8.0
8.2,2.1,8.5,-0.1,0.4,0.4,2.5,-2.6,16,12.8
32.9,9.0,11.3,0.6,4.8,1.7,1.1,-1.1,18,6.7
31.3,11.9,13.5,1.5,6.4,2.5,1.2,0.4,1,10.5
30.8,10.4,12.4,0.9,4.2,2.7,2.0,-0.5,7,31.2
15.8,4.1,9.4,0.1,1.3,1.3,3.2,-1.8,1,21.5
31.2,13.1,13.8,0.0,4.2,1.8,1.2,-2.0,10,8.7
18.4,5.4,10.6,0.0,1.9,1.4,2.0,-2.1,14,19.0
19.1,5.1,12.3,0.8,3.5,0.9,1.4,0.1,10,10.3
32.4,15.6,13.2,0.3,2.9,2.7,2.2,-1.6,18,22.2
33.3,13.2,12.8,1.4,5.7,2.2,1.7,0.1,1,16.6
32.8,20.4,17.3,1.3,6.4,3.8,1.3,0.0,3,23.7
19.4,7.3,12.6,0.4,3.0,1.3,1.5,-0.9,17,7.6
32.6,20.0,18.5,1.9,6.2,2.7,2.0,1.0,12,25.0
35.9,22.9,19.8,1.8,7.5,2.7,1.5,0.4,19,7.2
25.6,13.0,15.3,0.7,3.2,2.3,1.9,-0.7,23,14.0
24.4,12.1,11.3,-0.8,1.3,1.4,0.6,-3.5,18,12.1
22.8,7.6,10.1,-0.1,1.9,1.4,1.5,-2.2,3,14.0
23.5,8.3,16.7,2.9,6.0,1.3,2.9,4.6,3,14.8
26.8,11.6,14.7,1.6,5.3,2.1,2.7,1.1,1,19.8
33.3,12.7,16.4,2.7,7.3,2.4,3.3,2.3,3,27.7
38.3,24.2,24.2,7.3,13.6,3.0,2.3,7.6,1,26.2
16.8,3.6,9.6,0.1,1.3,0.5,1.1,-1.3,21,7.5
21.9,10.2,14.9,0.4,3.4,1.5,1.6,-1.1,17,6.0
9.7,3.1,10.5,0.0,0.8,0.5,1.2,-1.9,5,6.7
11.1,2.7,8.7,-0.1,0.3,0.7,1.0,-3.1,11,10.8
9.3,4.5,13.5,0.1,0.4,1.0,2.4,-0.8,23,12.4
14.0,5.6,12.8,0.0,1.4,1.3,1.1,-2.0,12,9.9
14.0,7.0,13.9,0.0,1.3,1.4,1.9,-1.8,23,13.2
36.8,22.7,21.8,1.8,9.5,3.5,1.3,0.8,3,5.7
26.3,10.8,14.4,1.3,4.6,1.5,1.2,0.4,20,10.8
13.2,4.5,10.1,-0.4,0.5,1.0,1.6,-4.0,21,25.4
32.9,17.8,16.6,0.9,3.1,2.6,1.0,-0.6,21,12.3
23.9,9.3,14.9,1.5,4.2,2.1,3.3,1.1,13,23.7
32.8,12.0,13.6,1.0,4.3,2.3,1.8,-0.6,18,30.4
32.8,21.3,16.8,1.1,5.7,2.5,1.2,-0.3,5,12.8
30.0,12.0,12.6,0.1,3.6,2.0,1.4,-1.8,23,9.9
30.9,9.9,10.9,0.2,4.1,2.0,0.8,-1.7,20,7.6
26.8,12.0,15.1,1.2,2.4,2.5,3.7,1.8,8,23.0
7.6,2.7,7.6,-0.4,-0.1,0.6,1.6,-5.6,9,13.9
18.6,8.4,15.5,1.0,3.9,0.8,1.5,0.6,13,18.8
10.7,3.6,9.6,-0.4,0.1,0.9,1.1,-4.4,19,7.7
24.6,12.2,14.3,0.3,1.8,2.6,1.6,-1.2,15,34.1
11.3,2.6,7.6,0.0,0.8,0.6,1.2,-2.2,12,7.6
14.4,7.0,13.1,0.2,2.0,0.7,1.4,-1.2,4,12.1
34.0,25.9,19.3,1.3,5.5,2.9,1.4,0.1,17,12.5
32.9,14.5,15.3,2.1,5.6,1.7,1.7,1.1,18,16.5
38.9,20.9,19.8,4.7,12.7,2.7,1.7,4.1,4,17.1
17.6,6.9,12.1,-0.2,1.2,1.1,1.1,-2.7,11,26.4
18.6,9.9,13.2,-0.3,1.8,1.2,1.0,-3.0,19,6.6
36.7,20.7,19.4,3.8,8.6,2.4,2.1,3.6,4,18.6
5.9,1.3,8.9,-0.1,0.3,0.3,1.0,-3.1,11,6.7
29.9,18.2,15.8,0.8,3.7,2.7,2.1,-0.6,22,17.6
24.2,9.5,14.0,0.9,3.8,1.8,2.2,-0.1,8,33.0
28.0,10.1,17.5,2.1,3.8,2.4,3.4,3.1,17,40.9
20.9,9.2,12.3,-0.1,2.4,1.1,0.5,-2.2,18,8.4
6.3,1.7,5.9,-0.2,0.0,0.4,1.6,-4.5,5,10.9
36.5,19.1,19.7,3.7,9.7,2.9,1.5,2.9,11,16.0
36.7,21.3,20.9,5.1,9.1,3.7,3.1,4.8,5,41.5
12.4,2.6,8.6,-0.2,1.0,0.8,1.2,-3.1,5,4.6
22.1,10.6,13.4,0.2,2.7,1.6,2.3,-1.5,2,14.0
16.7,4.5,10.3,-0.1,2.1,1.0,1.8,-2.3,13,5.7
8.3,3.0,12.4,0.1,0.9,0.5,1.4,-0.9,20,7.4
37.3,22.8,16.9,1.5,6.0,2.9,1.6,0.0,16,13.0
34.8,12.2,13.5,0.9,5.7,1.9,1.2,-0.6,22,7.4
15.8,3.6,10.9,0.1,1.5,1.2,1.9,-1.5,2,5.1
31.8,15.3,18.8,1.7,6.7,2.3,0.8,1.4,17,4.3
12.3,3.8,8.9,-0.2,1.6,0.6,0.7,-3.1,4,7.1
11.5,3.5,9.0,-0.5,0.9,0.8,1.2,-4.4,13,5.3
9.1,5.0,11.8,-0.3,0.2,0.9,1.0,-3.9,20,14.5
14.3,4.7,11.3,0.1,1.7,1.2,0.8,-1.7,12,8.8
32.5,13.1,15.4,2.1,6.2,2.1,1.8,1.2,17,12.0
15.7,7.2,12.4,0.0,0.9,1.3,2.1,-2.1,16,10.1
15.1,6.3,10.8,-0.4,0.6,1.0,2.3,-3.5,23,17.5
27.2,13.6,15.3,0.7,3.5,2.8,2.2,-0.6,16,14.4
10.5,3.9,11.7,-0.2,0.9,0.6,1.5,-2.8,19,25.1
11.4,4.8,11.3,-0.1,1.6,0.8,1.4,-2.4,8,6.5
31.2,11.5,13.9,0.9,5.2,1.8,1.7,-0.6,23,25.7
12.3,5.0,10.3,-0.6,0.2,1.0,0.7,-4.4,20,9.1
20.2,7.6,14.1,0.9,4.0,1.5,1.0,0.1,8,7.2
17.3,7.1,12.9,-0.5,2.8,1.5,1.0,-3.4,14,7.4
14.6,3.7,9.5,0.0,1.8,0.7,1.0,-1.9,11,11.1
22.5,8.9,12.8,0.1,0.9,2.2,2.2,-1.8,21,27.9
21.5,5.7,9.1,-0.4,2.2,1.2,1.0,-3.0,3,4.3
23.3,13.0,15.9,1.1,4.1,1.6,1.1,0.3,5,19.4
31.4,19.8,16.8,1.4,4.5,2.5,1.8,0.6,8,19.1
21.1,7.1,14.0,1.5,4.7,1.0,1.9,1.5,5,9.2
21.3,9.8,14.0,0.4,2.6,1.3,1.2,-0.7,19,8.6
10.2,5.0,13.4,-0.1,0.3,0.8,1.5,-2.5,18,10.4
20.6,6.6,10.9,-0.1,2.9,1.1,1.1,-2.3,15,4.5
23.9,10.3,16.9,0.9,4.9,2.1,1.7,-0.1,15,6.3
32.3,20.0,16.1,0.9,3.5,3.0,2.0,-0.7,9,16.5
26.6,10.8,12.6,0.4,2.1,2.1,1.8,-1.3,21,12.7
27.7,12.3,14.3,0.6,3.3,1.8,1.5,-0.9,13,24.4
32.9,11.1,14.4,1.2,6.2,2.0,1.7,-0.2,10,27.1
33.5,15.7,17.9,3.1,6.9,3.0,1.5,2.7,6,15.9
15.0,5.8,14.8,0.8,2.4,0.9,2.7,1.2,4,26.8
30.5,8.6,14.2,1.8,5.5,1.3,0.7,1.0,13,3.8
21.1,9.0,14.9,1.2,3.7,0.9,2.0,0.7,21,10.5
34.2,13.2,18.0,3.5,7.9,2.1,3.6,3.0,9,35.9
35.8,18.9,18.9,2.4,7.1,2.8,1.2,1.7,13,11.4
16.1,8.8,15.5,0.2,2.3,1.4,1.3,-1.3,20,9.3
15.7,6.1,12.3,0.2,1.3,1.3,1.6,-1.2,18,21.8
31.4,18.4,20.0,2.8,10.5,1.8,0.4,2.3,1,6.0
20.2,6.4,10.1,0.1,2.0,1.0,1.5,-1.7,22,10.4
11.7,4.5,10.5,-0.2,0.6,0.9,1.9,-3.2,12,9.8
14.8,5.5,11.9,-0.4,1.2,1.3,0.6,-3.6,17,3.6
18.4,9.5,14.8,-0.2,2.4,2.0,1.2,-2.5,22,8.1
32.8,21.0,20.1,2.0,6.0,3.6,1.2,0.9,20,8.9
14.7,5.2,9.6,0.0,1.6,0.9,1.9,-2.1,7,13.7
16.9,6.3,12.1,0.2,1.6,1.0,2.3,-1.4,23,14.9
15.9,8.5,17.1,0.8,2.6,1.0,2.1,0.7,11,26.6
13.6,5.2,9.2,-0.6,0.3,1.2,1.3,-5.7,22,5.5
9.6,2.1,7.6,-0.2,0.1,0.7,2.4,-3.7,14,12.0
38.3,17.6,22.6,5.6,10.2,4.6,2.7,6.6,2,42.5
41.1,22.2,19.6,3.6,9.3,4.6,1.1,2.6,18,14.9
24.8,8.5,12.9,0.8,3.6,1.3,0.9,-0.5,9,8.4
37.3,22.4,19.8,3.3,9.8,2.1,0.9,2.4,10,14.2
27.9,7.8,12.1,-0.1,4.0,1.7,1.4,-2.2,16,4.5
18.5,9.8,14.7,0.2,2.8,1.4,1.6,-1.4,2,7.8
37.1,15.7,15.8,1.4,7.3,2.9,1.3,-0.1,8,5.8
33.2,21.3,19.5,2.9,9.5,1.8,2.2,2.2,6,14.1
13.5,2.5,9.2,0.3,2.0,0.5,2.0,-0.7,15,6.3
10.6,4.2,10.9,-0.1,0.5,0.6,1.3,-2.5,20,12.0
29.5,14.5,16.5,1.8,6.5,2.2,1.5,0.9,2,11.1
24.4,10.2,13.3,-0.2,2.2,2.1,1.9,-2.4,14,29.0
9.3,2.9,12.7,0.0,0.6,0.7,1.0,-1.7,17,38.5
35.4,17.7,19.4,3.8,9.8,2.2,1.4,3.1,12,10.2
27.9,13.6,17.7,2.3,6.7,2.3,1.4,2.6,4,13.9
13.7,4.5,9.3,-0.3,1.2,0.4,0.8,-3.0,13,10.0
12.0,4.5,10.8,-0.6,1.2,1.0,1.4,-4.9,2,3.9
24.8,9.7,15.8,2.2,4.8,1.5,3.2,2.3,6,24.3
26.1,5.6,12.3,1.6,3.7,1.2,0.5,1.0,9,6.4
33.9,19.3,15.9,1.4,5.3,2.5,1.3,0.1,22,8.9
21.8,7.3,14.8,1.1,5.3,1.0,1.2,0.4,5,7.6
13.2,5.4,12.2,-0.4,1.5,0.8,0.9,-3.8,19,2.7
7.6,2.7,12.0,0.1,0.7,0.5,3.2,-1.2,6,8.0
14.6,4.5,8.7,-0.5,1.1,1.4,1.2,-3.7,6,8.1
22.6,7.4,10.6,0.0,1.4,1.7,1.6,-2.0,4,21.1
32.6,12.2,13.5,1.4,4.7,2.1,1.0,0.1,22,11.1
31.4,11.1,15.1,2.3,5.9,1.7,2.9,1.6,16,20.9
35.1,29.4,23.6,3.9,10.3,2.0,0.8,3.6,14,13.1
16.8,2.1,6.7,0.0,1.3,0.8,1.1,-2.1,4,4.6
18.6,6.5,13.2,0.5,2.7,1.3,2.3,-0.8,3,6.1
24.5,11.5,15.9,1.3,4.3,2.2,2.4,0.6,20,29.7
33.2,16.8,14.6,1.0,4.4,2.5,1.9,-0.5,16,15.1
35.0,26.4,22.2,3.9,8.2,2.7,1.3,3.4,14,20.9
20.7,9.6,16.6,1.3,3.3,1.7,2.4,1.6,12,20.3
27.3,19.8,21.1,1.7,6.1,1.6,1.3,1.2,14,11.6
17.7,8.5,14.6,0.0,1.3,1.4,1.4,-1.9,14,17.6
16.0,5.4,12.5,0.1,0.7,1.7,2.1,-1.2,22,34.3
20.7,7.8,8.7,-1.0,0.5,1.1,1.8,-4.5,19,9.8
25.9,12.4,13.7,0.5,3.3,1.7,2.4,-1.1,22,13.8
32.4,16.4,16.5,1.7,4.6,2.7,2.4,0.8,15,34.3
24.1,5.8,11.2,0.6,3.7,1.1,1.7,-0.9,21,8.4
31.4,17.8,16.3,1.8,4.6,3.0,1.8,0.7,20,17.6
13.5,4.8,9.9,-0.1,1.2,0.6,1.4,-2.6,1,9.8
29.3,14.8,17.4,2.9,6.2,2.9,3.5,3.1,7,30.3
12.5,6.2,12.0,-0.3,0.4,0.8,1.2,-3.9,14,13.2
12.9,4.5,10.6,-0.4,0.7,1.2,1.5,-3.4,9,24.7
10.3,5.0,12.7,0.0,1.0,0.8,1.6,-2.2,6,10.7
13.3,3.6,10.4,0.0,1.3,0.8,1.1,-1.9,23,7.7
17.8,8.3,11.9,-0.3,1.6,1.4,1.8,-2.9,12,16.2
29.1,9.0,14.1,2.7,6.5,1.8,2.2,2.5,2,23.5
21.6,8.1,10.4,-0.7,0.9,1.5,1.6,-3.6,14,20.1
36.7,29.5,23.5,4.1,9.0,3.6,1.3,3.7,10,21.0
28.0,13.4,13.5,0.4,2.6,1.9,2.9,-1.2,23,15.0
26.6,14.7,15.6,1.2,4.3,2.6,2.0,0.2,8,14.0
28.7,10.9,18.1,2.0,4.3,2.3,2.3,2.5,17,45.1
8.3,2.9,9.2,-0.4,0.3,0.6,1.2,-5.6,4,5.0
27.6,14.3,14.9,0.6,4.4,1.6,1.4,-0.9,11,11.2
23.8,7.6,12.5,0.5,4.0,1.9,1.0,-0.9,4,7.7
14.7,7.0,14.6,0.2,1.5,1.3,2.2,-0.9,12,22.4
16.1,7.9,15.9,1.3,2.3,2.4,4.6,1.8,7,31.1
16.3,5.4,10.4,0.0,1.8,1.0,1.7,-1.8,1,18.4
23.3,11.0,12.1,-0.7,1.1,1.9,1.0,-3.9,10,11.0
33.4,16.2,16.9,2.3,8.4,2.1,1.2,1.5,6,9.3
15.9,4.2,12.2,0.4,1.7,1.4,3.5,-0.6,23,27.7
26.3,14.7,16.2,0.7,4.4,1.9,0.6,-0.5,12,13.9
25.9,14.5,15.9,1.2,4.2,1.6,2.1,0.5,15,14.0
19.6,5.1,8.1,-0.4,1.4,1.6,1.1,-3.1,3,8.3
34.6,26.3,22.7,4.3,12.1,2.6,1.4,4.5,7,11.1
34.8,22.4,22.9,5.3,10.1,3.0,2.5,5.9,3,19.3
30.8,15.9,18.1,1.5,6.4,2.4,1.1,0.6,12,12.0
31.3,18.1,16.6,0.4,6.1,2.3,0.9,-1.3,11,7.9
30.8,11.8,15.3,1.8,5.8,2.1,0.8,0.8,19,4.6
11.3,7.5,15.5,-0.1,0.7,1.1,1.9,-2.6,14,7.5
27.0,8.4,13.5,0.8,1.9,3.4,2.7,-0.6,22,43.4
27.2,8.4,10.7,0.1,3.4,1.5,1.1,-1.8,11,8.0
17.2,7.7,14.5,0.8,2.4,1.5,3.6,0.4,6,14.7
22.5,10.8,15.9,0.8,4.6,1.4,1.9,-0.2,21,7.2
15.8,8.2,15.1,-0.1,1.5,1.2,1.9,-2.4,10,7.6
24.9,7.1,10.4,-0.3,2.9,1.7,1.3,-2.6,20,24.5
35.8,19.0,19.2,2.8,10.5,2.3,0.9,1.9,1,7.0
26.7,9.4,11.5,0.3,4.1,2.0,1.1,-1.4,15,11.5
25.1,12.8,14.3,0.6,3.4,2.1,1.3,-0.8,15,12.1
19.5,8.8,13.2,0.4,2.5,1.0,1.8,-0.9,5,6.3
6.5,2.5,11.6,-0.1,0.1,0.4,2.2,-3.1,9,9.6
36.6,21.6,19.2,2.7,7.0,2.7,2.0,1.6,13,7.3
11.4,2.9,9.9,0.0,0.3,0.6,2.4,-2.0,10,13.7
14.0,4.5,11.2,0.2,1.8,0.8,1.1,-1.0,8,7.7
32.3,17.0,18.5,2.5,9.8,2.6,0.9,2.0,7,6.4
22.3,5.2,9.7,-0.1,2.4,2.0,1.5,-2.2,9,11.3
29.3,10.1,13.2,1.3,5.0,1.4,2.4,0.1,12,18.8
17.4,6.8,12.9,0.3,1.9,1.3,2.7,-1.2,16,23.9
29.9,11.3,14.0,0.6,2.4,1.7,1.7,-0.3,19,8.1
33.9,19.1,19.1,2.5,7.0,2.8,2.1,1.6,23,13.7
13.6,4.0,10.0,-0.3,0.5,1.3,0.8,-3.3,22,5.4
7.8,1.7,5.3,-0.4,0.0,0.5,1.2,-6.4,16,3.8
22.3,11.0,14.6,0.2,2.5,2.4,1.8,-1.5,19,6.8
12.8,2.4,6.1,-0.2,0.9,0.7,1.7,-3.0,7,4.6
7.9,3.7,15.3,0.1,0.8,0.4,1.6,-0.8,16,8.8
21.4,7.8,10.9,-0.7,2.3,1.3,0.7,-3.6,9,5.5
11.5,3.7,13.4,0.3,1.9,0.7,1.1,-0.1,18,9.1
30.0,15.1,14.3,0.7,5.1,1.8,1.1,-0.8,4,16.7
29.9,15.6,17.3,1.5,6.7,2.5,1.3,0.3,6,9.1
32.8,21.5,21.3,3.3,8.9,2.8,1.0,3.0,2,11.5
27.9,7.9,13.0,1.3,4.8,1.2,0.9,0.3,10,9.8
20.5,9.8,15.8,0.2,4.1,1.4,0.7,-1.6,6,6.2
10.9,3.4,7.9,-0.4,0.1,0.8,2.3,-4.5,3,19.1
23.2,5.5,10.4,-0.1,2.5,1.4,0.8,-2.2,21,5.0
21.0,8.9,12.4,0.5,3.5,1.2,2.0,-0.8,7,5.4
9.8,3.1,7.8,-0.2,0.4,0.8,1.4,-3.6,1,10.7
16.3,5.9,10.0,0.0,1.5,1.0,1.3,-2.2,8,10.5
26.5,10.5,13.3,0.1,2.6,1.9,0.9,-1.8,21,29.9
26.8,12.1,17.9,1.7,2.3,3.2,1.4,2.6,19,17.1
22.8,8.7,14.5,1.9,3.6,1.7,4.1,2.1,8,25.4
33.0,14.9,14.8,0.9,2.8,3.0,1.2,-0.4,23,13.7
31.7,22.3,18.8,2.0,5.3,2.1,2.0,1.4,21,16.3
27.8,10.2,13.8,0.9,3.7,2.2,2.7,-0.2,6,26.6
22.2,17.7,20.5,0.8,4.5,2.4,2.2,-0.3,9,12.0
27.1,7.8,11.7,0.7,3.4,1.6,1.2,-0.6,11,11.2
35.2,18.7,18.9,3.4,5.9,2.9,3.2,2.7,11,36.2
37.0,20.5,16.8,1.6,4.7,3.4,1.6,0.2,16,10.1
37.2,17.0,16.9,2.2,5.4,3.1,1.5,0.8,19,41.1
34.9,17.3,19.2,2.7,10.8,1.8,0.8,1.8,5,6.8
18.7,7.8,9.6,-0.5,0.3,0.8,1.1,-3.8,17,6.5
33.4,17.3,15.4,1.1,6.0,1.8,1.3,-0.3,2,11.3
30.7,16.3,14.9,1.0,5.3,1.7,1.7,-0.4,5,11.1
17.0,3.8,10.7,0.5,2.5,1.1,1.3,-0.3,7,5.4
33.8,5.7,10.2,1.6,4.1,1.2,2.8,0.4,14,9.1
11.7,4.4,10.0,-0.2,0.7,0.6,1.4,-3.2,9,11.7
33.1,12.2,17.5,3.2,6.6,2.9,3.5,3.0,5,37.8
37.8,24.1,20.1,2.6,7.0,3.6,1.7,1.5,17,8.6
14.4,4.6,9.2,-0.7,0.6,1.2,1.2,-4.2,2,6.7
18.4,5.2,8.6,-0.5,1.0,1.4,1.3,-3.5,8,8.9
20.5,4.2,6.5,-0.6,-0.1,1.6,1.2,-3.9,21,13.1
31.0,17.0,15.6,1.6,5.7,3.1,1.8,0.5,7,18.2
21.7,15.0,20.6,0.5,3.5,1.4,1.8,-0.2,2,5.3
21.5,8.8,13.9,0.3,3.4,1.9,1.2,-1.3,5,6.9
31.3,17.7,17.0,1.4,5.7,1.6,0.7,0.4,15,11.1
15.0,5.7,12.2,0.1,1.0,1.1,1.7,-1.5,15,13.4
31.5,19.3,23.0,3.9,10.8,2.4,1.5,4.3,3,8.4
23.9,11.2,12.7,-0.1,2.2,1.7,1.1,-2.1,3,10.2
28.3,17.1,18.7,1.5,5.8,2.4,1.3,0.6,22,12.0
18.5,9.4,17.1,1.1,2.6,1.6,2.1,1.3,17,13.8
9.6,3.8,11.9,-0.1,0.2,1.1,2.4,-3.2,10,10.7
11.1,2.7,5.3,-0.9,-0.8,1.4,1.0,-6.7,16,21.0
20.4,8.4,15.6,0.6,3.7,1.3,2.1,-0.5,17,3.9
23.6,8.4,13.8,0.7,3.8,2.3,1.3,-0.5,6,8.0
9.8,4.0,11.5,0.1,1.1,0.9,1.9,-1.6,11,14.0
35.9,20.1,18.1,2.4,7.2,3.6,2.1,1.6,11,31.6
20.4,11.9,18.2,1.5,3.8,2.0,2.6,2.2,12,16.0
18.0,5.4,14.0,1.0,4.0,1.2,1.2,0.6,12,4.7
35.0,13.6,16.6,2.4,8.5,2.1,0.8,1.3,16,12.1
31.1,19.0,19.1,2.7,8.1,2.4,2.2,2.3,4,25.1
27.4,21.2,19.6,0.5,3.0,3.1,1.3,-0.3,18,12.8
19.5,7.0,10.7,-0.8,-0.1,2.5,2.6,-4.1,10,28.8
18.5,5.4,8.9,0.1,2.2,1.1,1.4,-1.8,12,13.5
36.8,16.8,23.0,6.8,12.5,3.8,2.8,7.2,2,34.4
36.2,19.4,19.4,3.5,10.1,3.8,1.2,2.8,14,12.9
18.0,4.9,9.6,-0.3,1.0,0.9,1.3,-2.9,22,15.1
7.9,3.3,9.6,-0.2,-0.1,0.9,2.6,-4.5,18,14.6
12.4,5.1,10.9,0.0,0.9,1.0,1.6,-2.0,11,11.4
31.1,11.0,13.4,1.1,5.0,1.3,1.2,-0.2,18,9.6
25.8,12.0,13.2,0.6,4.0,3.5,1.5,-0.8,7,7.8
21.2,10.5,10.8,-1.0,0.2,2.1,1.3,-4.7,16,10.1
28.5,11.9,14.7,1.7,6.6,2.1,1.3,1.0,3,10.5
